iso3c,year,country_name,avg_patent_scope_norm,avg_family_size_norm,avg_grant_lag_norm,avg_bwd_cits_norm,avg_npl_cits_norm,avg_claims_norm,avg_fwd_cits5_norm,avg_fwd_cits7_norm,avg_generality,avg_originality,avg_radicalness,avg_quality_index_4,avg_quality_index_6,pct_breakthrough,avg_renewal,VC_investment,gwno,ccode,ifscode,ifs,gwabbrev,ipp_index_IP_transformed,rd_expenditure_percent_gdp,trade_percent_gdp,gdp_pc_const2015usd,tertiary_enrollment_percent,researchers_per_million_x,population_total,CM.MKT.LCAP.GD.ZS,Code,bank_credit_gdp,FS.AST.PRVT.GD.ZS,market_cap_gdp,patent_applications_residents,researchers_per_million_y
MMR,2000,,,,,,,,,,,,,,,,,,775.0,775.0,518.0,MMR,MYA,0.2,0.11306,..,298.590464506047,..,..,45290841,,,9.51740928593184,,..,..,..
MMR,2001,,,,,,,,,,,,,,,,,,775.0,775.0,518.0,MMR,MYA,0.2,0.07144,..,328.973872708996,11.6847896575928,12.60543,45771139,,,11.002171582463,,..,..,12.60543
MMR,2002,,,,,,,,,,,,,,,,,,775.0,775.0,518.0,MMR,MYA,0.2,0.16216,..,364.855800192477,..,18.19315,46232653,,,10.344847140877,,..,..,18.19315
MMR,2003,,,,,,,,,,,,,,,,,,775.0,775.0,518.0,MMR,MYA,0.2,..,..,411.498764121919,..,..,46667192,,,4.095681213224,,..,..,..
MMR,2004,,,,,,,,,,,,,,,,,,775.0,775.0,518.0,MMR,MYA,0.2,..,..,463.330135715332,..,..,47068772,,,4.74016289477332,,..,..,..
MMR,2005,,,,,,,,,,,,,,,,,,775.0,775.0,518.0,MMR,MYA,0.2,..,..,522.099544784661,..,..,47438365,,,4.65705970100153,,..,..,..
MMR,2006,,,,,,,,,,,,,,,,,,775.0,775.0,518.0,MMR,MYA,0.2,..,..,586.085579927418,..,..,47785135,,,3.87713991831058,,..,..,..
MMR,2007,,,,,,,,,,,,,,,,,,775.0,775.0,518.0,MMR,MYA,0.2,..,..,651.729730890268,11.0508098602295,..,48125043,,,3.42373646489974,,..,..,..
MMR,2008,,,,,,,,,,,,,,,,,,775.0,775.0,518.0,MMR,MYA,0.2,..,..,714.620419017338,..,..,48390793,,,3.12110290159629,,..,..,..
MMR,2009,,,,,,,,,,,,,,,,,,775.0,775.0,518.0,MMR,MYA,0.2,..,..,785.634853157894,..,..,48660459,,,3.4721769114853,,..,..,..
MMR,2010,,,,,,,,,,,,,,,,,,775.0,775.0,518.0,MMR,MYA,0.2,..,..,854.932478016035,..,..,49024382,,,4.76695378512293,,..,..,..
MMR,2011,,,,,,,,,,,,,,,,,,775.0,775.0,518.0,MMR,MYA,0.2,..,..,895.512538750361,14.3246002197266,..,49419820,,,6.74676206403601,,..,..,..
MMR,2012,,,,,,,,,,,,,,,,,,775.0,775.0,518.0,MMR,MYA,0.2,..,..,953.123081923425,13.7377004623413,..,49837446,,,9.31026614508286,,..,..,..
MMR,2013,,,,,,,,,,,,,,,,,,775.0,775.0,518.0,MMR,MYA,0.2,..,..,1024.69060473254,..,..,50262658,,,12.8385297285065,,..,..,..
MMR,2014,,,,,,,,,,,,,,,,,,775.0,775.0,518.0,MMR,MYA,0.2,..,..,1099.24387750099,..,..,50681634,,,15.5752436663979,,..,..,..
MMR,2015,,,,,,,,,,,,,,,,,,775.0,775.0,518.0,MMR,MYA,0.2,..,..,1166.73305546337,..,..,51089056,,,18.1305513861133,,..,..,..
MMR,2016,,,,,,,,,,,,,,,,,,775.0,775.0,518.0,MMR,MYA,0.2,..,..,1225.37913970989,..,..,51495696,,,22.0063669806599,,..,..,..
MMR,2017,,,,,,,,,,,,,,,,,,775.0,775.0,518.0,MMR,MYA,0.2,0.03218,..,1290.5640902569,..,30.01847,51894938,,,24.50054608091,,..,..,30.01847
MMR,2018,,,,,,,,,,,,,,,,,,775.0,775.0,518.0,MMR,MYA,0.2,0.05881,..,1361.5683126412,20.3723297119141,34.1151,52272247,,,26.2093085820638,,..,..,34.1151
MMR,2019,,,,,,,,,,,,,,,,,,775.0,775.0,518.0,MMR,MYA,0.2,0.08341,..,1440.98988236734,..,30.40636,52640713,,,26.6379014764853,,..,..,30.40636
MMR,2020,,,,,,,,,,,,,,,,,,,,,,,,0.15567,..,1301.31386350667,..,32.80625,53016522,,,28.9828999467009,,..,..,32.80625
MMR,2021,,,,,,,,,,,,,,,,,,,,,,,,0.12402,..,1136.9956605414,..,19.11376,53387102,,,..,,..,..,19.11376
MMR,2022,,,,,,,,,,,,,,,,,,,,,,,,0.03519,..,1174.76697945755,..,26.39711,53756787,,,..,,..,..,26.39711
MMR,2023,,,,,,,,,,,,,,,,,,,,,,,,0.02376,..,1177.76649645563,..,28.00891,54133798,,,..,,..,..,28.00891
MMR,2024,,,,,,,,,,,,,,,,,,,,,,,,..,..,1158.47928097728,..,..,54500091,,,..,,..,..,..
MNA,1975,,,,,,,,,,,,,,,,,,,,,,,,..,65.2165202644805,2154.06559253549,..,..,228187384,,,21.4132041173646,,..,..,..
MNA,1976,,,,,,,,,,,,,,,,,,,,,,,,..,60.0882505526118,2408.22295579868,..,..,235058983,,,21.8878822393721,,..,..,..
MNA,1977,,,,,,,,,,,,,,,,,,,,,,,,..,60.8269105272589,2377.54901160229,..,..,242098387,,,23.6201059238405,,..,..,..
MNA,1978,,,,,,,,,,,,,,,,,,,,,,,,..,54.7957466640871,2265.30122627637,..,..,249392069,,,..,,..,..,..
MNA,1979,,,,,,,,,,,,,,,,,,,,,,,,..,58.9340481187123,2186.7717784998,..,..,256976193,,,26.8930969079078,,..,..,..
MNA,1980,,,,,,,,,,,,,,,,,,,,,,,,..,60.6360501424602,2050.57990584862,..,..,264948525,,,26.8272551695303,,..,..,..
MNA,1981,,,,,,,,,,,,,,,,,,,,,,,,..,61.3015918828923,1959.38233403779,..,..,273288518,,,29.083106984106,,..,..,..
MNA,1982,,,,,,,,,,,,,,,,,,,,,,,,..,56.7087965765686,2107.79404971,..,..,281844787,,,27.5476977812072,,..,..,..
MNA,1983,,,,,,,,,,,,,,,,,,,,,,,,..,49.8614201291771,2140.54096681266,..,..,290721921,,,28.5140338548931,,..,..,..
MNA,1984,,,,,,,,,,,,,,,,,,,,,,,,..,46.0439186889867,2077.412888578,..,..,300042126,,,28.5186359314272,,..,..,..
MNA,1985,,,,,,,,,,,,,,,,,,,,,,,,..,42.748489045819,2101.27481285052,..,..,309566339,,,29.5357634155258,,..,..,..
MNA,1986,,,,,,,,,,,,,,,,,,,,,,,,..,33.4092769066494,2000.99005455524,..,..,319257806,,,32.3383759403918,,..,..,..
MNA,1987,,,,,,,,,,,,,,,,,,,,,,,,..,35.0663400171802,1961.05643909612,..,..,329101677,,,33.9371744642214,,..,..,..
MNA,1988,,,,,,,,,,,,,,,,,,,,,,,,..,40.0772098188,1938.46441168377,..,..,339013669,,,34.1974409626142,,..,..,..
MNA,1989,,,,,,,,,,,,,,,,,,,,,,,,..,45.6505707553526,1935.96151735829,..,..,349120795,,,33.2290748801422,,..,..,..
MNA,1990,,,,,,,,,,,,,,,,,,,,,,,,..,46.2045724953141,2055.40258708436,..,..,361322200,,,..,,..,..,..
MNA,1991,,,,,,,,,,,,,,,,,,,,,,,,..,47.7024130285698,2022.7381538572,..,..,371610655,,,26.8801275344361,,..,..,..
MNA,1992,,,,,,,,,,,,,,,,,,,,,,,,..,45.2636268872157,2065.44246624977,..,..,381995940,,,22.3267895964129,,..,..,..
MNA,1993,,,,,,,,,,,,,,,,,,,,,,,,..,45.6537665121534,2041.77207258479,..,..,392371485,,,22.0303118488988,,..,..,..
MNA,1994,,,,,,,,,,,,,,,,,,,,,,,,..,43.4443531937168,2036.49758981383,..,..,402475400,,,22.9014334870794,,..,..,..
MNA,1995,,,,,,,,,,,,,,,,,,,,,,,,..,43.5180562602428,2046.08067446261,..,..,412447289,,,24.2686498953163,,..,..,..
MNA,1996,,,,,,,,,,,,,,,,,,,,,,,,..,42.5731705643363,2117.1043305019,..,..,422368926,,,23.8164021167333,,..,..,..
MNA,1997,,,,,,,,,,,,,,,,,,,,,,,,..,53.3548405296798,2139.88469448444,..,..,432334916,,,25.2997654594272,,..,..,..
MNA,1998,,,,,,,,,,,,,,,,,,,,,,,,..,52.949963108045,2204.15802098295,..,..,442475967,,,28.3268240175979,,..,..,..
MNA,1999,,,,,,,,,,,,,,,,,,,,,,,,..,54.7118078578755,2244.70605744,..,..,452793419,,,30.0105132725441,,..,..,..
MNA,2000,,,,,,,,,,,,,,,,,,,,,,,,..,55.3240824368587,2321.52827325069,..,..,462980522,,,29.8746016467755,,..,..,..
MNA,2001,,,,,,,,,,,,,,,,,,,,,,,,..,54.9780968495183,2335.69429512772,..,..,473223662,,,30.9947636720749,,..,..,..
MNA,2002,,,,,,,,,,,,,,,,,,,,,,,,..,57.1021434622576,2358.7981156508,..,..,483540516,,,30.7484337019283,,..,..,..
MNA,2003,,,,,,,,,,,,,,,,,,,,,,,,..,63.3348692144497,2372.15142321785,..,..,494288606,,,30.4625991652116,,..,..,..
MNA,2004,,,,,,,,,,,,,,,,,,,,,,,,..,63.8299242542419,2497.58400724467,..,..,505618583,,,29.2492278012144,,..,..,..
MNA,2005,,,,,,,,,,,,,,,,,,,,,,,,0.399556830863213,67.1395658275184,2562.3369089451,..,..,517240777,,,29.3124674705857,,..,..,..
MNA,2006,,,,,,,,,,,,,,,,,,,,,,,,..,64.1268720704687,2639.88821206189,..,..,529158464,,,30.6936582403643,,26.9771280934306,..,..
MNA,2007,,,,,,,,,,,,,,,,,,,,,,,,..,63.0367814037427,2733.13754740912,..,..,540838105,,,31.4397970870325,,35.8443610875399,..,..
MNA,2008,,,,,,,,,,,,,,,,,,,,,,,,..,66.3214427491276,2767.19467629943,..,..,552681993,,,30.0378878391443,,20.3287283017298,..,..
MNA,2009,,,,,,,,,,,,,,,,,,,,,,,,0.323783283861258,58.4383418688653,2783.3018486405,..,359.054998084986,565038251,,,32.2246537215501,,22.739945499967,..,359.054998084986
MNA,2010,,,,,,,,,,,,,,,,,,,,,,,,..,56.4621369949099,2855.29922564585,..,..,577396038,,,35.7685831370704,,25.7005101319903,..,..
MNA,2011,,,,,,,,,,,,,,,,,,,,,,,,..,55.0206005238039,2785.48059599681,..,..,589646039,,,34.9642664600316,,19.1563915676836,..,..
MNA,2012,,,,,,,,,,,,,,,,,,,,,,,,..,55.1680374459443,2827.37163394722,..,..,601566988,,,33.5409811694416,,..,..,..
MNA,2013,,,,,,,,,,,,,,,,,,,,,,,,..,54.7645913526067,2804.95399171853,..,..,613151287,,,31.2050528642276,,..,..,..
MNA,2014,,,,,,,,,,,,,,,,,,,,,,,,..,52.2828192211508,2819.68611736515,..,..,624564062,,,33.1614071042917,,..,..,..
MNA,2015,,,,,,,,,,,,,,,,,,,,,,,,0.39337320979552,47.8582600813931,2802.63134980934,..,441.343705069749,635352686,,,35.8850635354818,,..,..,441.343705069749
MNA,2016,,,,,,,,,,,,,,,,,,,,,,,,..,44.3326643212117,2910.61822045142,..,..,645837915,,,39.4618199689639,,19.5088722307473,..,..
MNA,2017,,,,,,,,,,,,,,,,,,,,,,,,0.489832804762538,49.4013758249142,2957.76906553691,..,626.559035302757,656767614,,,30.6765069407924,,..,..,626.559035302757
MNA,2018,,,,,,,,,,,,,,,,,,,,,,,,..,55.645041864749,2980.3112794174,..,..,668447432,,,26.6793379643972,,24.9812104875614,..,..
MNA,2019,,,,,,,,,,,,,,,,,,,,,,,,0.489831517586071,52.8854946376808,2963.25398076567,..,691.375466041428,680490997,,,26.706604827178,,46.9207930844171,..,691.375466041428
MNA,2020,,,,,,,,,,,,,,,,,,,,,,,,..,44.904072631115,2828.43090998978,..,..,692532027,,,30.713205589765,,144.32805201468,..,..
MNA,2021,,,,,,,,,,,,,,,,,,,,,,,,0.53546714725204,50.4605696091369,2904.78451107145,..,830.795069047066,704458802,,,30.2983424385968,,119.982511871166,..,830.795069047066
MNA,2022,,,,,,,,,,,,,,,,,,,,,,,,..,59.3054485969899,2975.28809857382,..,..,716508657,,,28.4760355944405,,118.966281555638,..,..
MNA,2023,,,,,,,,,,,,,,,,,,,,,,,,..,58.0445217355399,3006.98994999501,..,..,729077445,,,28.3458967378133,,160.530158669593,..,..
MNA,2024,,,,,,,,,,,,,,,,,,,,,,,,..,58.1187946603723,3013.96028766459,..,..,741690916,,,27.9337869147993,,25.6452892071761,..,..
MNE,1975,,,,,,,,,,,,,,,,,,,,,,,,..,..,..,..,..,546487,,,..,,..,..,..
MNE,1976,,,,,,,,,,,,,,,,,,,,,,,,..,..,..,..,..,552562,,,..,,..,..,..
MNE,1977,,,,,,,,,,,,,,,,,,,,,,,,..,..,..,..,..,557576,,,..,,..,..,..
MNE,1978,,,,,,,,,,,,,,,,,,,,,,,,..,..,..,..,..,562065,,,..,,..,..,..
MNE,1979,,,,,,,,,,,,,,,,,,,,,,,,..,..,..,..,..,566888,,,..,,..,..,..
MNE,1980,,,,,,,,,,,,,,,,,,,,,,,,..,..,..,..,..,572608,,,..,,..,..,..
MNE,1981,,,,,,,,,,,,,,,,,,,,,,,,..,..,..,..,..,579445,,,..,,..,..,..
MNE,1982,,,,,,,,,,,,,,,,,,,,,,,,..,..,..,..,..,587001,,,..,,..,..,..
MNE,1983,,,,,,,,,,,,,,,,,,,,,,,,..,..,..,..,..,594506,,,..,,..,..,..
MNE,1984,,,,,,,,,,,,,,,,,,,,,,,,..,..,..,..,..,600884,,,..,,..,..,..
MNE,1985,,,,,,,,,,,,,,,,,,,,,,,,..,..,..,..,..,605398,,,..,,..,..,..
MNE,1986,,,,,,,,,,,,,,,,,,,,,,,,..,..,..,..,..,607711,,,..,,..,..,..
MNE,1987,,,,,,,,,,,,,,,,,,,,,,,,..,..,..,..,..,608144,,,..,,..,..,..
MNE,1988,,,,,,,,,,,,,,,,,,,,,,,,..,..,..,..,..,607413,,,..,,..,..,..
MNE,1989,,,,,,,,,,,,,,,,,,,,,,,,..,..,..,..,..,606571,,,..,,..,..,..
MNE,1990,,,,,,,,,,,,,,,,,,,,,,,,..,..,..,..,..,606372,,,..,,..,..,..
MNE,1991,,,,,,,,,,,,,,,,,,,,,,,,..,..,..,..,..,607105,,,..,,..,..,..
MNE,1992,,,,,,,,,,,,,,,,,,,,,,,,..,..,..,..,..,608516,,,..,,..,..,..
MNE,1993,,,,,,,,,,,,,,,,,,,,,,,,..,..,..,..,..,610170,,,..,,..,..,..
MNE,1994,,,,,,,,,,,,,,,,,,,,,,,,..,..,..,..,..,611389,,,..,,..,..,..
MNE,1995,,,,,,,,,,,,,,,,,,,,,,,,..,..,..,..,..,611712,,,..,,..,..,..
MNE,1996,,,,,,,,,,,,,,,,,,,,,,,,..,..,..,..,..,611003,,,..,,..,..,..
MNE,1997,,,,,,,,,,,,,,,,,,,,,,,,..,..,4488.79462512197,..,..,609520,,,..,,..,..,..
MNE,1998,,,,,,,,,,,,,,,,,,,,,,,,..,..,4723.14338358475,..,..,607662,,,..,,..,..,..
MNE,1999,,,,,,,,,,,,,,,,,,,,,,,,..,..,4290.89684941343,..,..,606001,,,..,,..,..,..
MNE,2000,,,,,,,,,,,,,,,,,,,,,,,,..,87.9252021443203,4431.60047014419,18.111270904541,..,604950,,,..,,..,..,..
MNE,2001,,,,,,,,,,,,,,,,,,,,,,,,..,100.409386075314,4462.34990117884,18.9315395355225,..,607389,,,..,,..,..,..
MNE,2002,,,,,,,,,,,,,,,,,,,,,,,,..,95.2294000160253,4529.12330572995,17.7185001373291,..,609828,,,8.05468139519669,,..,..,..
MNE,2003,,,,,,,,,,,,,,,,,,,,,,,,0.79772,77.5983890107329,4623.0760644615,18.6800899505615,..,612267,,,11.2938307216342,,..,..,..
MNE,2004,,,,,,,,,,,,,,,,,,,,,,,,1.01874,100.109654967142,4819.14785988608,22.1096992492676,..,613353,,,14.6280265160203,,..,..,..
MNE,2005,,,,,,,,,,,,,,,,,,,,,,,,0.92443,104.625139256659,5013.1959009921,24.9292507171631,..,614261,,,17.9524670604972,,..,..,..
MNE,2006,,,,,,,,,,,,,,,,,,,,,,,,1.22991,117.994735505471,5435.88622103627,29.1942901611328,..,615025,,,35.9573595301316,,..,..,..
MNE,2007,,,,,,,,,,,,,,,,,,,,,,,,1.14521,128.746158606061,5798.06497333447,36.3274917602539,..,615875,,,80.0018919553104,,..,..,..
MNE,2008,,,,,,,,,,,,,,,,,,,,,,,,..,132.340271682179,6205.8212472095,43.55712890625,..,616969,,,86.5226059313022,,76.2986874430451,3,..
MNE,2009,,,,,,,,,,,,,,,,,,,,,,,,..,99.4250282074869,5833.65954418904,51.6601409912109,..,618294,,,76.2072701265178,,..,..,..
MNE,2010,,,,,,,,,,,,,,,,,,,,,,,,..,99.7803263266018,5982.19928466066,55.2963485717773,..,619428,,,66.4715057102355,,77.7881382536183,23,..
MNE,2011,,,,,,,,,,,,,,,,,,,,,,,,0.31485,106.658853993576,6166.20322332653,59.0115089416504,642.96419,620345,,,55.2941016472468,,77.2178517193037,20,642.96419
MNE,2012,,,,,,,,,,,,,,,,,,,,,,,,..,111.766044513287,5987.89159662568,60.3092498779297,..,621418,,,55.0600805820693,,92.6535947649472,37,..
MNE,2013,,,,,,,,,,,,,,,,,,,,,,,,0.37431,102.770930155442,6188.7584890435,60.4347686767578,637.60412,622587,,,53.7286328630556,,..,23,637.60412
MNE,2014,,,,,,,,,,,,,,,,,,,,,,,,0.3632,100.127619998369,6287.46282384571,63.2196388244629,665.31497,623744,,,51.9905617182805,,..,13,665.31497
MNE,2015,,,,,,,,,,,,,,,,,,,,,,,,0.374,102.688977351832,6491.19280618646,63.9372711181641,830.62949,624651,,,50.3660700624324,,..,23,830.62949
MNE,2016,,,,,,,,,,,,,,,,,,,,,,,,0.32454,103.672945121037,6675.1345781084,59.1839218139648,716.88365,625353,,,49.2748518263188,,..,10,716.88365
MNE,2017,,,,,,,,,,,,,,,,,,,,,,,,0.34898,105.554964991437,6982.94131741672,60.9102210998535,708.80379,625982,,,48.9152369147338,,..,..,708.80379
MNE,2018,,,,,,,,,,,,,,,,,,,,,,,,0.50374,109.609296759902,7332.18614231451,58.1831512451172,775.01569,626438,,,49.5624504330782,,..,3,775.01569
MNE,2019,,,,,,,,,,,,,,,,,,,,,,,,0.36328,108.844577462214,7626.25402306444,56.2633209228516,764.41883,626753,,,49.0198067687973,,..,16,764.41883
MNE,2020,,,,,,,,,,,,,,,,,,,,,,,,..,87.0060180817206,6460.59163175748,58.0944709777832,..,626590,,,59.9695884168711,,..,5,..
MNE,2021,,,,,,,,,,,,,,,,,,,,,,,,..,105.029993243347,7321.23528662053,57.9613914489746,..,625053,,,52.2709838851401,,..,..,..
MNE,2022,,,,,,,,,,,,,,,,,,,,,,,,..,125.898604629493,7808.54763337242,57.4317893981934,..,623591,,,47.3174810880048,,..,..,..
MNE,2023,,,,,,,,,,,,,,,,,,,,,,,,..,118.542754014976,8304.2554082997,55.1743011474609,..,623529,,,43.0239753346502,,..,..,..
MNE,2024,,,,,,,,,,,,,,,,,,,,,,,,..,112.422791954363,8552.58863705444,..,..,623831,,,46.3984477504322,,..,..,..
MNG,1975,,,,,,,,,,,,,,,,,,,,,,,,..,..,..,20.4505500793457,..,1488296,,,..,,..,..,..
MNG,1976,,,,,,,,,,,,,,,,,,,,,,,,..,..,..,21.3017807006836,..,1531945,,,..,,..,..,..
MNG,1977,,,,,,,,,,,,,,,,,,,,,,,,..,..,..,22.5989398956299,..,1576245,,,..,,..,..,..
MNG,1978,,,,,,,,,,,,,,,,,,,,,,,,..,..,..,22.7043209075928,..,1619468,,,..,,..,..,..
MNG,1979,,,,,,,,,,,,,,,,,,,,,,,,..,..,..,23.0331306457519,..,1660659,,,..,,..,..,..
MNG,1980,,,,,,,,,,,,,,,,,,,,,,,,..,..,..,22.8759708404541,..,1701335,,,..,,..,..,..
MNG,1981,,,,,,,,,,,,,,,,,,,,,,,,..,94.9046298489965,1425.47626748483,23.1393795013428,..,1742857,,,..,,..,..,..
MNG,1982,,,,,,,,,,,,,,,,,,,,,,,,..,90.7163276191427,1507.62165500664,23.1253604888916,..,1785364,,,..,,..,..,..
MNG,1983,,,,,,,,,,,,,,,,,,,,,,,,..,89.0299379498623,1557.43150759483,23.4397296905518,..,1829092,,,..,,..,12,..
MNG,1984,,,,,,,,,,,,,,,,,,,,,,,,..,94.2512407238152,1610.00431155079,23.7430305480957,..,1874349,,,..,,..,34,..
MNG,1985,,,,,,,,,,,,,,,,,,,,,,,,..,94.9363378566431,1660.20538347139,23.2070503234863,..,1921514,,,..,,..,..,..
MNG,1986,,,,,,,,,,,,,,,,,,,,,,,,..,111.57131685444,1770.29035350291,23.2615604400635,..,1970965,,,..,,..,..,..
MNG,1987,,,,,,,,,,,,,,,,,,,,,,,,..,103.065555774643,1784.58513378493,22.600549697876,..,2022800,,,..,,..,..,..
MNG,1988,,,,,,,,,,,,,,,,,,,,,,,,..,94.47149764016,1827.38968091372,22.2750205993652,..,2076322,,,..,,..,..,..
MNG,1989,,,,,,,,,,,,,,,,,,,,,,,,..,76.3641464792647,1860.84571911275,20.3775196075439,..,2124185,,,..,,..,..,..
MNG,1990,,,,,,,,,,,,,,,,,,,,,,,,..,58.6218949695306,1823.45623781461,18.5528602600098,..,2098710,,,..,,..,..,..
MNG,1991,,,,,,,,,,,,,,,,,,,,,,,,..,136.6037874065,1613.69985423318,16.260929107666,..,2165342,,,14.839121546379,,..,28,..
MNG,1992,,,,,,,,,,,,,,,,,,,,,,,,..,65.2956469006826,1462.6746723198,14.4373903274536,..,2167790,,,13.0786091027462,,..,26,..
MNG,1993,,,,,,,,,,,,,,,,,,,,,,,,..,129.742059708532,1418.0656069858,12.4017696380615,..,2165130,,,6.44956843723537,,..,55,..
MNG,1994,,,,,,,,,,,,,,,,,,,,,,,,..,99.1572950855527,1432.28072706305,12.822790145874,..,2189395,,,10.669865305245,,..,128,..
MNG,1995,,,,,,,,,,,,,,,,,,,,,,,,..,82.1036587592106,1499.26495210763,14.1376399993897,..,2224945,,,7.95742466883126,,..,130,..
MNG,1996,,,,,,,,,,,,,,,,,,,,,,,,..,77.9740756901741,1509.32921132514,15.7019596099853,..,2259507,,,8.84510855083812,,..,114,..
MNG,1997,,,,,,,,,,,,,,,,,,,,,,,,0.16786,99.9914490021753,1546.08098489924,17.720329284668,..,2291750,,,5.16268054614264,,..,186,..
MNG,1998,,,,,,,,,,,,,,,,,,,,,,,,0.16643,107.351210779428,1575.67716165836,20.3455009460449,..,2323809,,,9.1228071073543,,..,148,..
MNG,1999,,,,,,,,,,,,,,,,,,,,,,,,0.15016,112.241338547745,1601.31353865438,25.9451408386231,..,2356813,,,7.4395112798435,,..,..,..
MNG,2000,,,,,,,,,,,,,,,,,,,,,,,,0.18757,121.886609754208,1598.31282040605,29.2760200500488,..,2388299,,,6.93284291362497,,..,..,..
MNG,2001,,,,,,,,,,,,,,,,,,,,,,,,0.26749,115.81832687888,1625.46152259484,33.2865905761719,..,2417751,,,9.14314262683965,,..,106,..
MNG,2002,,,,,,,,,,,,,,,,,,,,,,,,0.25173,118.517253113943,1680.65335337555,34.7981109619141,..,2449027,,,14.410405057705,,..,121,..
MNG,2003,,,,,,,,,,,,,,,,,,,,,,,,0.2518,120.299393514881,1775.64906676137,36.878849029541,..,2480374,,,22.3056286186371,,..,167,..
MNG,2004,,,,,,,,,,,,,,,,,,,,,,,,0.26777,131.329318233554,1942.36263694017,39.5999908447266,..,2508412,,,25.5529272222261,,..,143,..
MNG,2005,,,,,,,,,,,,,,,,,,,,,,,,0.23776,122.381459889773,2060.26168223171,43.4830207824707,..,2536407,,,27.550665048247,,..,100,..
MNG,2006,,,,,,,,,,,,,,,,,,,,,,,,0.19121,112.929983096983,2209.74321787628,46.8148307800293,..,2567168,,,30.1190332267899,,..,103,..
MNG,2007,,,,,,,,,,,,,,,,,,,,,,,,0.23827,117.880426425377,2403.72416258662,46.9772300720215,..,2601850,,,41.5764911231768,,..,..,..
MNG,2008,,,,,,,,,,,,,,,,,,,,,,,,0.33667,121.198013401183,2576.71295838607,49.1745986938477,..,2643201,,,39.9020112482358,,..,..,..
MNG,2009,,,,,,,,,,,,,,,,,,,,,,,,0.30478,107.813757166177,2498.72967493254,53.1806716918945,..,2691115,,,40.2997280197734,,..,76,..
MNG,2010,,,,,,,,,,,,,,,,,,,,,,,,0.24438,103.350031656557,2611.67326563924,56.0776786804199,..,2738622,,,34.191265820963,,..,110,..
MNG,2011,,,,,,,,,,,,,,,,,,,,,,,,0.23054,126.999228633482,3010.81642672623,56.7482133834947,..,2786317,,,43.4934673304814,,..,..,..
MNG,2012,,,,,,,,,,,,,,,,,,,,,,,,0.23913,109.588564338415,3318.16496597089,61.3067016601562,..,2839705,,,43.7217609870053,,..,..,..
MNG,2013,,,,,,,,,,,,,,,,,,,,,,,,0.23246,100.311989662943,3628.90708069575,64.8171691894531,..,2899011,,,59.8748579259903,,..,133,..
MNG,2014,,,,,,,,,,,,,,,,,,,,,,,,0.2234,109.322311877187,3830.35892049593,66.6792297363281,..,2963113,,,59.2943187125602,,..,139,..
MNG,2015,,,,,,,,,,,,,,,,,,,,,,,,0.1564,89.653663477814,3838.92126989984,70.3587265014648,..,3026864,,,54.4604207032129,,..,109,..
MNG,2016,,,,,,,,,,,,,,,,,,,,,,,,0.18345,101.055237224997,3817.91962716702,65.2477111816406,..,3088856,,,56.9431593815467,,..,112,..
MNG,2017,,,,,,,,,,,,,,,,,,,,,,,,0.1342,115.932901867963,3956.2049437134,64.4055709838867,..,3148917,,,52.8177229331459,,..,124,..
MNG,2018,,,,,,,,,,,,,,,,,,,,,,,,0.10161,126.355873241513,4183.85566447661,65.1030502319336,..,3208189,,,55.4068400252494,,..,82,..
MNG,2019,,,,,,,,,,,,,,,,,,,,,,,,0.0927,124.396514621165,4337.8167085432,67.970817565918,..,3267673,,,48.9010221466083,,..,84,..
MNG,2020,,,,,,,,,,,,,,,,,,,,,,,,0.13301,112.838647629317,4066.03410882791,66.2557467107749,332.37478,3327204,,,45.7851645275519,,..,66,332.37478
MNG,2021,,,,,,,,,,,,,,,,,,,,,,,,0.10008,119.098078437771,4063.53669849245,67.4261046440448,681.35643,3383741,,,47.4863808095992,,..,109,681.35643
MNG,2022,,,,,,,,,,,,,,,,,,,,,,,,0.08365,136.327929944516,4205.88554513551,67.6998728025335,535.37392,3433748,,,40.9774857798216,,..,..,535.37392
MNG,2023,,,,,,,,,,,,,,,,,,,,,,,,..,142.864246599181,4456.53627552726,67.941399950927,..,3481145,,,38.613482396035,,..,..,..
MNG,2024,,,,,,,,,,,,,,,,,,,,,,,,..,138.891463093875,4615.43866164735,69.044059753418,..,3524788,,,45.2629082228257,,..,..,..
MNP,1975,,,,,,,,,,,,,,,,,,,,,,,,..,..,..,..,..,15065,,,..,,..,..,..
MNP,1976,,,,,,,,,,,,,,,,,,,,,,,,..,..,..,..,..,15438,,,..,,..,..,..
MNP,1977,,,,,,,,,,,,,,,,,,,,,,,,..,..,..,..,..,15787,,,..,,..,..,..
MNP,1978,,,,,,,,,,,,,,,,,,,,,,,,..,..,..,..,..,16130,,,..,,..,..,..
MNP,1979,,,,,,,,,,,,,,,,,,,,,,,,..,..,..,..,..,16488,,,..,,..,..,..
MNP,1980,,,,,,,,,,,,,,,,,,,,,,,,..,..,..,..,..,17625,,,..,,..,..,..
MNP,1981,,,,,,,,,,,,,,,,,,,,,,,,..,..,..,..,..,19826,,,..,,..,..,..
MNP,1982,,,,,,,,,,,,,,,,,,,,,,,,..,..,..,..,..,22350,,,..,,..,..,..
MNP,1983,,,,,,,,,,,,,,,,,,,,,,,,..,..,..,..,..,24936,,,..,,..,..,..
