iso2,year,avg_generality,avg_originality,avg_radicalness,avg_quality_index_4,avg_quality_index_6,breakthrough_count,patent_count,pct_breakthrough,iso3c,VC_investment,ipp_index_IP_transformed,gdp_pc_const2015usd,trade_percent_gdp,rd_expenditure_percent_gdp,tertiary_enrollment_percent,researchers_per_million,population_total,bank_credit_gdp,market_cap_gdp,patent_applications_residents
AN,1978,,0.428888888888889,0.333333333333334,0.269720695207952,0.34349342980865,0,2,0,ANT,,,,,,,,,,,
AN,1979,0.18,0.423655011594691,0.177212166918049,0.271757902860844,0.310285037304854,0,8,0,ANT,,,,,,,,,,,
AN,1980,0.1843820861678,0.523016031670462,0.163563128955286,0.359877544764601,0.385400858352924,0,15,0,ANT,,,,,,,,,,,
AN,1981,0.28801236923014,0.580794394987571,0.232872430917828,0.313332983761233,0.3621049890358,1,13,0.0769230769230769,ANT,,,,,,,,,,,
AN,1982,0.38343253968254,0.505230620020182,0.315605869280657,0.234083562883913,0.300925305416419,0,17,0,ANT,,,,,,,,,,,
AN,1983,0.186846925131971,0.625319265954624,0.239633900078546,0.282077300156102,0.343056865241854,0,20,0,ANT,,,,,,,,,,,
AN,1984,0.346005447997286,0.658452585346936,0.194868601699513,0.319842500078317,0.352411662027474,0,48,0,ANT,,,,,,,,,,,
AN,1985,0.403215026270851,0.6723061489741,0.243107975485653,0.297722898226147,0.347489946511115,1,29,0.0344827586206897,ANT,,,,,,,,,,,
AN,1986,0.241474599188811,0.658592646619491,0.247338836448837,0.308319669114279,0.342671720067761,0,35,0,ANT,,,,,,,,,,,
AN,1987,0.297970538416877,0.646802784967804,0.256324810968179,0.276084777464575,0.335820975504073,0,59,0,ANT,,,,,,,,,,,
AN,1988,0.348343102121801,0.69708978396078,0.279051266614002,0.290845254419033,0.348194871232058,0,32,0,ANT,,,,,,,,,,,
AN,1989,0.285504066914589,0.604452193994905,0.233035842523176,0.315244461608884,0.363091835052515,0,50,0,ANT,,,,,,,,,,,
AN,1990,0.377066773496214,0.65915710263137,0.208831693849638,0.299389477076365,0.340449383334538,0,59,0,ANT,,,,,,,,,,,
AN,1991,0.256071652095974,0.573410343326441,0.22213828884039,0.332020120209114,0.377313365558245,0,57,0,ANT,,,,,,,,,,,
AN,1992,0.290407823137801,0.544562611390897,0.21568252988386,0.292025090377971,0.343179977613905,1,57,0.0175438596491228,ANT,,,,,,,,,,,
AN,1993,0.318466408389911,0.658100840042232,0.236256447721183,0.278729465778981,0.345451599546596,0,52,0,ANT,,,,,,,,,,,
AN,1994,0.30993719180794,0.659831586695798,0.212748904107646,0.250790563016085,0.328104531430093,0,44,0,ANT,,,,,,,,,,,
AN,1995,0.365219123346783,0.705726006380049,0.308355500957292,0.249255851032141,0.316611970023955,0,55,0,ANT,,,,,,,,,,,
AN,1996,0.404058672341032,0.694422989952457,0.308958512377625,0.30347446432616,0.354744502157844,0,59,0,ANT,,,,,,,,,,,
AN,1997,0.352386524156231,0.645532426863918,0.268839237939336,0.263951552410751,0.324940162515185,0,81,0,ANT,,,,,,,,,,,
AN,1998,0.341450998914844,0.714453103869261,0.252104784776239,0.268848001111784,0.335570185679781,0,72,0,ANT,,,,,,,,,,,
AN,1999,0.514740016807698,0.762002419072897,0.287813698062578,0.267229241795474,0.338420955977459,0,74,0,ANT,,,,,,,,,,,
AN,2000,0.442736584625715,0.705812305042916,0.301991727149201,0.283354383632412,0.35102441413761,0,70,0,ANT,,,,,,,,,,,
AN,2001,0.296229716995023,0.758000929090239,0.28309222477854,0.307331231923269,0.366267738246922,0,56,0,ANT,,,,,,,,,,,
AN,2002,0.303702846364884,0.727062733010716,0.294939247659475,0.272083881194881,0.331784812209492,0,63,0,ANT,,,,,,,,,,,
AN,2003,0.330039308276366,0.760821255375866,0.350736863524694,0.254263191153559,0.349218650252551,0,68,0,ANT,,,,,,,,,,,
AN,2004,0.25617908522454,0.692389405237648,0.337135555744023,0.214507978839761,0.298556014631796,0,65,0,ANT,,,,,,,,,,,
AN,2005,0.317382143250819,0.736823097424684,0.317457467341788,0.252313339677686,0.345225634736336,0,84,0,ANT,,,,,,,,,,,
AN,2006,0.34721052239054,0.716438611024511,0.315277056754827,0.252759818745631,0.34761938143615,0,83,0,ANT,,,,,,,,,,,
AN,2007,0.411928339958846,0.735905908241129,0.390973352783119,0.262597274010939,0.336378571999966,1,90,0.0111111111111111,ANT,,,,,,,,,,,
AN,2008,0.357887517146776,0.691174289148128,0.393511530453693,0.244799275788753,0.312621007927529,0,32,0,ANT,,,,,,,,,,,
AN,2009,0.551950113378685,0.726090098603341,0.483812859254036,0.40070415276837,0.429645343499834,0,17,0,ANT,,,,,,,,,,,
AN,2010,0.430555555555556,0.768579312684385,0.445751371672424,0.316820344560438,0.360250680225449,0,10,0,ANT,,,,,,,,,,,
AN,2011,0.222222222222222,0.698551215736749,0.334265946898362,0.382794289044289,0.38920886120928,0,8,0,ANT,,,,,,,,,,,
AN,2012,0.660246913580247,0.829510905986467,0.417391112265559,,,0,5,0,ANT,,,,,,,,,,,
AN,2013,0.364088888888889,0.880996411524964,0.61615121048701,0.452301515151515,0.583084533372044,0,6,0,ANT,,,,,,,,,,,
AN,2014,,0.817987856299545,0.437012987012987,0.157407407407407,0.279553466509988,0,4,0,ANT,,,,,,,,,,,
AN,2015,,0.74609375,0.0625,0.388888888888889,0.42146905876235,0,1,0,ANT,,,,,,,,,,,
AN,2017,0.5,0.59375,0,,,0,1,0,ANT,,,,,,,,,,,
AN,2019,,0.888888888888889,0.75,0.2,0.237798353909465,0,1,0,ANT,,,,,,,,,,,
AR,1981,0.497777777777778,0.32406557502445,0.0563427800269905,0.197417922601746,0.269103542323683,0,6,0,ARG,,1.54068627,9587.67379423426,14.2929774788834,,22.9634208679199,,28463959,33.5523067782622,1.77463909074415,954
AR,1982,,0,0,,,0,1,0,ARG,,1.54068627,9365.68465387847,15.6114860999886,,23.6957092285156,,28924262,33.9063722686192,1.15399003873071,951
AR,1985,,0.777777777777778,0.166666666666667,0.291486291486291,0.327431974161776,0,1,0,ARG,,1.54068627,8973.31874865813,18.009425070688,,35.6665916442871,,30336441,17.3641413760603,2.30948316016965,
AR,1986,,0.875,0.375,,,0,1,0,ARG,,1.54068627,9378.46866394349,14.4860327921395,,37.8025398254395,,30811980,16.9072294948969,1.50268664120952,
AR,1987,,0.530941788480098,0.319327731092437,0.187100103199175,0.2808890428797,0,3,0,ARG,,1.54068627,9484.45876638052,15.448969882952,,39.7573585510254,,31291762,21.2973148810876,1.30329791552911,
AR,1989,0.29,0.639455782312925,0.214285714285715,0.320804375804376,0.315023108707319,0,2,0,ARG,,1.54068627,8445.4100923428,19.6377977018838,,,,32270948,39.7174950191489,4.17314539897488,
AR,1990,,0.79783950617284,0.333333333333334,0.157754846779237,0.227964154644095,0,2,0,ARG,,1.54068627,8115.09386370753,14.9908589999441,,,,32755901,15.6016948142115,2.55764564009885,955
AR,1991,0.24,0.570334486735871,0.301960784313726,0.331969836838789,0.386146848900467,0,3,0,ARG,,1.54068627,8729.82318518892,13.7530541588891,,38.3296699523926,,33230294,12.5872034907184,9.82484795783127,943
AR,1992,0.666666666666667,0.790619834710744,0.478409090909091,0.259475470350083,0.32643584681835,0,3,0,ARG,,1.54068627,9293.18692251748,14.730980586353,,,,33693527,15.4453354474077,8.14021686050481,503
AR,1993,0,0.75951399287736,0.140402975237737,0.186792452830189,0.313286833435791,0,5,0,ARG,,1.54068627,9920.67358582437,16.223151447784,,,,34152717,18.2846049267413,18.6090186924623,787
AR,1994,0,0.657439446366782,0.264705882352941,,,0,1,0,ARG,,1.54068627,10359.8927204871,18.1343458669981,,37.3899002075195,,34613491,20.280577998757,14.3206960845246,694
AR,1995,0.472222222222222,0.401755446135297,0.0827339216634429,0.253638526044186,0.28301549354827,0,8,0,ARG,,2.30833333,9934.10776139515,19.7714230903755,,,,35070020,19.9606075608912,14.6430739627972,676
AR,1996,,0.539633548892808,0.41358024691358,0.0828779599271403,0.234863550257773,0,6,0,ARG,,2.30833333,10352.1400002191,21.5064684057215,0.41749,,,35513793,20.1870018252819,16.421969889739,1097
AR,1997,0.674379551419643,0.782220716413228,0.21255733513798,0.0896464646464646,0.227918421887032,0,10,0,ARG,,2.30833333,11056.6881331002,23.3361788437439,0.41959,,694.1551,35947791,21.9334587634322,20.2322107225661,824
AR,1998,0.494949494949495,0.613901982246729,0.383573942397472,0.24397403984904,0.323240637866781,0,7,0,ARG,,2.30833333,11348.2022124673,23.3500279730689,0.41131,47.9862289428711,702.90202,36372860,24.1532987732827,15.1640961270053,861
