EventID,Date,Latitude,Longitude,Depth_km,Magnitude,Source
tx2026clspok,2026-02-04,31.6253,-104.022,8,1.7,TexNet
tx2026clrxsu,2026-02-04,32.1159,-102.1785,6.7,1.4,TexNet
tx2026clrssf,2026-02-04,31.447,-103.1345,0.8,1.6,TexNet
tx2026clqpib,2026-02-04,32.113,-102.1689,7.6,1.2,TexNet
tx2026clqmpu,2026-02-04,32.1175,-102.1868,7,1.2,TexNet
tx2026clprmd,2026-02-04,31.7725,-101.9097,4,1.5,TexNet
tx2026clmxhj,2026-02-04,31.3485,-103.0302,0.8,1.9,TexNet
tx2026cllhsk,2026-02-04,32.2238,-101.414,9.4,1.7,TexNet
tx2026clkscv,2026-02-04,31.8975,-101.7467,8.5,1.2,TexNet
tx2026cljebd,2026-02-04,28.8671,-99.0058,5.8,1.8,TexNet
tx2026cliejk,2026-02-04,31.8869,-102.4215,3.9,1.4,TexNet
tx2026clhkkz,2026-02-04,31.4969,-103.8815,7.1,1.5,TexNet
tx2026clhccb,2026-02-04,31.6614,-104.363,7.5,1.5,TexNet
tx2026clglwp,2026-02-04,31.6775,-104.4006,7.3,2,TexNet
tx2026clgcjp,2026-02-04,31.6671,-104.366,7.9,3.1,TexNet
tx2026clgbqz,2026-02-04,32.0722,-101.8947,5.8,1.7,TexNet
tx2026clgaro,2026-02-04,31.6653,-104.3693,8.2,2.8,TexNet
tx2026clfnrm,2026-02-04,31.6697,-104.3994,7.3,1.6,TexNet
tx2026clfhoi,2026-02-04,31.6779,-104.4033,7.3,2,TexNet
tx2026cleyam,2026-02-04,31.6734,-104.4005,7.3,1.8,TexNet
tx2026cldfdq,2026-02-04,32.1423,-101.9746,10.1,1.6,TexNet
tx2026clcnzo,2026-02-04,32.1945,-101.4226,7,0.9,TexNet
tx2026clbhuv,2026-02-04,31.8942,-101.7441,9.3,1.8,TexNet
tx2026clahzm,2026-02-04,31.6504,-104.3906,7.3,1.8,TexNet
tx2026ckztpp,2026-02-04,31.6463,-104.4228,1.2,1.7,TexNet
tx2026ckyzva,2026-02-04,32.2348,-102.2307,9.8,0.9,TexNet
tx2026ckyfig,2026-02-04,31.6723,-104.4813,6.7,1.6,TexNet
tx2026ckvptk,2026-02-04,32.1964,-101.4247,7.7,1.6,TexNet
tx2026ckunyv,2026-02-04,28.3836,-98.7517,3.3,2.1,TexNet
tx2026cktqhd,2026-02-04,31.4923,-103.8772,3.2,1.9,TexNet
tx2026ckqplp,2026-02-04,31.9693,-102.0442,9.5,0.8,TexNet
tx2026ckntuj,2026-02-04,28.9512,-99.0082,6.7,2.1,TexNet
tx2026ckmdsr,2026-02-04,31.8924,-101.7463,9.6,1.1,TexNet
tx2026cklcpt,2026-02-04,31.7084,-104.1803,7.6,2,TexNet
tx2026ckjzxy,2026-02-03,31.0019,-103.35,6.5,1.7,TexNet
tx2026ckjvmu,2026-02-03,32.0078,-101.7398,9.3,0.9,TexNet
tx2026ckjmef,2026-02-03,31.8796,-102.4065,7.9,1.3,TexNet
tx2026ckgkpj,2026-02-03,28.8504,-98.9768,2.7,2.3,TexNet
tx2026ckdngr,2026-02-03,32.1002,-101.9081,9.8,1.2,TexNet
tx2026ckcbdc,2026-02-03,31.6666,-104.373,8.3,2,TexNet
tx2026ckbold,2026-02-03,32.2469,-101.8281,4.9,1.4,TexNet
tx2026ckbelz,2026-02-03,31.6383,-104.0034,8.1,1.5,TexNet
tx2026cjvsvk,2026-02-03,31.6149,-104.104,7.6,1.6,TexNet
tx2026cjusqd,2026-02-03,28.8183,-98.9699,9,2.1,TexNet
tx2026cjpfbq,2026-02-03,31.6344,-103.9898,6.1,1.8,TexNet
tx2026cjpers,2026-02-03,31.6339,-103.9928,5.5,1.9,TexNet
tx2026cjpekk,2026-02-03,31.634,-103.9902,7.1,2,TexNet
tx2026cjmujd,2026-02-03,31.8961,-101.7484,9.3,1.3,TexNet
tx2026cjkboz,2026-02-03,32.4271,-102.13,8.4,0.6,TexNet
tx2026cjdbcr,2026-02-03,28.8595,-99.0059,8.7,2,TexNet
tx2026ciyzis,2026-02-03,28.893,-98.9996,9.2,1.7,TexNet
tx2026cixpmi,2026-02-03,32.4106,-102.085,9,1.2,TexNet
tx2026ciwwpp,2026-02-03,31.8759,-102.4172,3.7,1.3,TexNet
tx2026ciwekd,2026-02-03,28.6688,-99.201,8.4,2,TexNet
tx2026citzue,2026-02-03,28.8556,-98.9794,4.7,1.6,TexNet
tx2026cisxei,2026-02-03,31.6701,-104.4796,7.4,1.6,TexNet
tx2026cirmpq,2026-02-03,32.3007,-101.8277,8,0.7,TexNet
tx2026cipzct,2026-02-03,28.8504,-98.9968,8.7,1.8,TexNet
tx2026cimhkn,2026-02-02,28.8316,-99.007,6.5,1.6,TexNet
tx2026cikxxa,2026-02-02,28.844,-99.0047,9.7,1.7,TexNet
tx2026cihfbk,2026-02-02,28.8599,-98.9931,7.5,1.6,TexNet
tx2026ciffnt,2026-02-02,32.4472,-102.07,9.5,1.3,TexNet
tx2026ciejei,2026-02-02,28.8517,-99.0067,7,1.8,TexNet
tx2026ciegje,2026-02-02,28.8619,-99.0023,7.5,2.1,TexNet
tx2026cidsfz,2026-02-02,32.352,-102.0785,8.1,1.1,TexNet
tx2026cidmas,2026-02-02,28.8752,-99.0126,9.3,2,TexNet
tx2026cibqww,2026-02-02,31.639,-104.2296,7.4,1.7,TexNet
tx2026ciaylo,2026-02-02,31.6603,-104.4898,8.7,1.6,TexNet
tx2026cialbm,2026-02-02,31.9867,-101.981,9,0.7,TexNet
tx2026ciagrj,2026-02-02,28.8498,-99.0222,8.9,2,TexNet
tx2026chxaeg,2026-02-02,28.8568,-99.0017,7.5,2.2,TexNet
tx2026chsbfw,2026-02-02,31.9023,-101.7422,2.9,1.3,TexNet
tx2026chqijp,2026-02-02,28.8674,-99.001,7.4,2.4,TexNet
tx2026chqcbv,2026-02-02,28.8514,-98.9984,6.7,2.5,TexNet
tx2026chokbb,2026-02-02,28.8555,-98.9957,5.5,2,TexNet
tx2026chkctd,2026-02-02,31.6516,-104.4219,7.3,1.7,TexNet
tx2026chkbop,2026-02-02,31.6539,-104.424,7.7,1.8,TexNet
tx2026chimsd,2026-02-02,31.8887,-101.7291,9.2,1.1,TexNet
tx2026chihgg,2026-02-02,31.8869,-101.7377,9,1.1,TexNet
tx2026chczjh,2026-02-02,32.3142,-101.1478,3.3,1.3,TexNet
tx2026chcptq,2026-02-02,31.8759,-102.4087,7.9,1.2,TexNet
tx2026chbgjl,2026-02-02,32.3547,-102.0775,8.2,0.9,TexNet
tx2026cgzsjg,2026-02-02,31.6438,-104.4223,7.3,1.5,TexNet
tx2026cgzepm,2026-02-02,31.6498,-104.4159,7.3,1.8,TexNet
tx2026cgylua,2026-02-02,31.5672,-104.0286,8.7,1.8,TexNet
tx2026cgxiwg,2026-02-02,32.4088,-102.0142,9.7,1.2,TexNet
tx2026cgvpdg,2026-02-02,32.0883,-101.4869,9.5,1.1,TexNet
tx2026cgsogw,2026-02-01,31.8961,-101.7505,9.5,1.2,TexNet
tx2026cgreng,2026-02-01,31.8942,-101.7484,9,1.7,TexNet
tx2026cgqtqa,2026-02-01,32.4179,-102.145,6.9,0.7,TexNet
tx2026cgqqvc,2026-02-01,31.8961,-101.7463,9.1,2.5,TexNet
tx2026cgpyeb,2026-02-01,31.8976,-101.7404,3.7,1.3,TexNet
tx2026cgpdxw,2026-02-01,28.8404,-99.0044,7.6,2.4,TexNet
tx2026cgnfee,2026-02-01,32.3575,-102.0764,7.4,0.9,TexNet
tx2026cgjswm,2026-02-01,31.5271,-104.02,8.8,1.6,TexNet
tx2026cgjnwm,2026-02-01,31.526,-104.0169,9,1.7,TexNet
tx2026cgiucx,2026-02-01,28.8347,-99.0102,7.2,1.9,TexNet
tx2026cghmcu,2026-02-01,31.6974,-101.9853,9.2,1.3,TexNet
tx2026cggbjp,2026-02-01,28.8696,-99.0093,8.5,2.3,TexNet
tx2026cgfmlb,2026-02-01,31.68,-104.4453,7.2,1.9,TexNet
tx2026cgegod,2026-02-01,28.8602,-99.0059,7.9,1.8,TexNet
tx2026cgeagd,2026-02-01,28.8627,-99.012,8.3,2.2,TexNet
tx2026cgdtvc,2026-02-01,28.8642,-99.0082,9.6,1.9,TexNet
tx2026cgbulc,2026-02-01,32.3026,-101.787,3.9,0.7,TexNet
tx2026cgbuas,2026-02-01,28.862,-98.9903,9.6,1.6,TexNet
tx2026cfxsry,2026-02-01,32.3648,-102.0635,9.4,0.9,TexNet
tx2026cfwinl,2026-02-01,32.3007,-101.787,7.5,1.9,TexNet
tx2026cftbcd,2026-02-01,32.1671,-101.6884,9.6,1.2,TexNet
tx2026cfrotw,2026-02-01,32.3575,-102.0721,7.8,0.7,TexNet
tx2026cfpfpk,2026-02-01,32.0092,-103.7948,7.2,1.2,TexNet
tx2026cfpfhj,2026-02-01,32.3813,-101.907,7.9,0.8,TexNet
tx2026cfoybv,2026-02-01,32.0297,-102.2479,3.3,0.5,TexNet
tx2026cforac,2026-02-01,32.012,-102.2308,13.4,1.1,TexNet
tx2026cfoepn,2026-02-01,31.7148,-104.1679,7.7,1.9,TexNet
tx2026cfodbz,2026-02-01,28.8688,-99.0074,7.9,1.9,TexNet
tx2026cfnrfu,2026-02-01,32.3904,-102.0571,9.6,0.8,TexNet
tx2026cfnmht,2026-02-01,32.1057,-101.8974,9.5,1.4,TexNet
tx2026cfnkkr,2026-02-01,32.3978,-102.0592,9.7,1.3,TexNet
tx2026cfndrm,2026-02-01,28.8656,-99.0026,8.7,1.9,TexNet
tx2026cfkzqh,2026-02-01,32.3099,-101.8406,8.8,1.6,TexNet
tx2026cfjkgp,2026-02-01,32.103,-101.9156,9.4,1,TexNet
tx2026cfeceg,2026-02-01,31.8906,-101.7398,8.4,0.9,TexNet
tx2026cfdgjj,2026-02-01,28.9509,-98.0356,8.1,1.7,TexNet
tx2026cfbbdg,2026-02-01,28.8872,-99.0001,5.3,2.1,TexNet
tx2026cexnvd,2026-02-01,28.8673,-99.0025,7.6,1.8,TexNet
tx2026cewpgx,2026-01-31,28.9,-99.0026,6.2,2.2,TexNet
tx2026ceszmf,2026-01-31,32.1753,-102.1675,9.3,1.4,TexNet
tx2026cesuhf,2026-01-31,32.1707,-102.1493,9.7,2.8,TexNet
tx2026ceowyd,2026-01-31,31.6598,-104.359,7.2,1.7,TexNet
tx2026ceoiyz,2026-01-31,31.6695,-104.3601,7.3,2.5,TexNet
tx2026ceodnf,2026-01-31,31.5706,-104.0298,7.9,1.5,TexNet
tx2026celjyt,2026-01-31,28.892,-99.0009,7.9,2.3,TexNet
tx2026celfbf,2026-01-31,31.8741,-102.4108,7.7,1.4,TexNet
tx2026cehccb,2026-01-31,28.8204,-98.9224,2.7,2.4,TexNet
tx2026cefgwm,2026-01-31,32.103,-101.8963,9.3,1,TexNet
tx2026ceeftr,2026-01-31,32.1066,-101.8963,9.7,1.9,TexNet
tx2026cebawm,2026-01-31,32.1066,-101.9006,10.3,1.4,TexNet
tx2026cdyzmy,2026-01-31,32.0975,-101.9049,9,1.1,TexNet
tx2026cdspbd,2026-01-31,32.1103,-101.9306,9.7,1.3,TexNet
tx2026cdrdgw,2026-01-31,31.8759,-101.697,9.7,1.6,TexNet
tx2026cdkhds,2026-01-31,31.8759,-102.4044,9.4,1.4,TexNet
tx2026cdeydq,2026-01-31,29.0496,-97.8805,8.5,1.5,TexNet
tx2026cdesfe,2026-01-31,32.1085,-101.8985,9.8,2.6,TexNet
tx2026cdbhtu,2026-01-30,31.5731,-104.0285,9,2.4,TexNet
tx2026cdagqc,2026-01-30,32.1066,-101.8963,9.9,1.4,TexNet
tx2026ccyvjb,2026-01-30,28.8612,-98.9973,10,1.9,TexNet
tx2026ccqglt,2026-01-30,31.9656,-102.3079,9.2,0.9,TexNet
tx2026ccppbv,2026-01-30,31.8723,-101.5062,8.4,1.5,TexNet
tx2026ccnoeu,2026-01-30,32.1066,-101.5126,7.6,1.5,TexNet
tx2026cckwsn,2026-01-30,31.6632,-104.3652,8.2,1.5,TexNet
tx2026ccjtef,2026-01-30,28.8667,-99.0066,9.5,2.3,TexNet
tx2026ccjgxf,2026-01-30,32.0966,-101.4837,9.1,1.2,TexNet
tx2026ccfyde,2026-01-30,31.6421,-104.2383,8.2,1.7,TexNet
tx2026ccffgk,2026-01-30,28.668,-98.9433,6.8,2.9,TexNet
tx2026ccdfii,2026-01-30,31.8777,-101.504,10,1.2,TexNet
tx2026ccdejb,2026-01-30,29.0548,-97.8884,7.9,1.7,TexNet
tx2026ccdclt,2026-01-30,31.8741,-101.4762,6.4,1.8,TexNet
tx2026cccygq,2026-01-30,31.8759,-101.504,9.5,1.2,TexNet
tx2026ccatye,2026-01-30,29.0452,-97.8819,9.1,1,TexNet
tx2026cbzvld,2026-01-30,28.4067,-98.7499,6.4,1.7,TexNet
tx2026cbzmrd,2026-01-30,28.8382,-99.0156,8.7,2.2,TexNet
tx2026cbyxdv,2026-01-30,28.8428,-99.0003,8,1.8,TexNet
tx2026cbyvbz,2026-01-30,31.4478,-103.8744,7,1.9,TexNet
tx2026cbxpnp,2026-01-30,32.1689,-101.6884,9,0.6,TexNet
tx2026cbwayh,2026-01-30,32.103,-101.9285,8.7,1,TexNet
tx2026cbuurq,2026-01-30,32.1048,-101.922,9.7,2.6,TexNet
tx2026cbulio,2026-01-30,32.1057,-101.9231,9.7,1.6,TexNet
tx2026cbsmpf,2026-01-30,28.4126,-98.783,5.9,1.7,TexNet
tx2026cbrtiy,2026-01-30,32.1002,-101.9167,7.8,1,TexNet
tx2026cbrmsc,2026-01-30,32.103,-101.9263,9.4,0.9,TexNet
tx2026cbqhlf,2026-01-30,32.0938,-101.9285,8.5,1.1,TexNet
tx2026cbnpna,2026-01-30,29.0455,-97.8768,9.7,0.9,TexNet
tx2026cbmsmt,2026-01-30,32.1011,-101.4869,9.7,1.4,TexNet
tx2026cbmhxe,2026-01-30,31.7173,-104.2963,7.2,1.6,TexNet
tx2026cbmhhi,2026-01-30,32.103,-101.9049,9.7,0.8,TexNet
tx2026cbbxgg,2026-01-29,32.3648,-102.1171,7.6,1,TexNet
tx2026cbbvuo,2026-01-29,32.1231,-101.4847,7.9,1.2,TexNet
tx2026cbbowi,2026-01-29,32.1011,-101.9285,8.7,1.2,TexNet
tx2026cbaaev,2026-01-29,28.8786,-99.0059,8.5,1.8,TexNet
tx2026cawxxs,2026-01-29,31.6768,-104.4052,8.3,1.5,TexNet
tx2026cavoat,2026-01-29,28.8501,-99.0025,5.9,2,TexNet
tx2026cavfcd,2026-01-29,31.5669,-104.0233,9,2.5,TexNet
tx2026casfsz,2026-01-29,28.836,-99.0046,8.2,2.6,TexNet
tx2026caqozv,2026-01-29,31.5676,-104.026,8.7,1.6,TexNet
tx2026caqamq,2026-01-29,31.8805,-101.5137,8.9,1.1,TexNet
tx2026camjwa,2026-01-29,28.8541,-99.0053,8.9,1.9,TexNet
tx2026cabmno,2026-01-29,28.8336,-99.0283,8.9,1.7,TexNet
tx2026caadly,2026-01-29,32.0105,-101.9746,8.8,0.7,TexNet
tx2026bzvape,2026-01-29,31.6103,-103.9722,8.4,2,TexNet
tx2026bzubpi,2026-01-29,32.363,-102.0528,6.8,0.3,TexNet
tx2026bztvvi,2026-01-29,32.2476,-101.7784,5.4,0.6,TexNet
tx2026bzqljz,2026-01-29,28.8576,-99.0392,8,1.9,TexNet
tx2026bzqdxc,2026-01-29,32.2495,-101.772,8.6,2.5,TexNet
tx2026bzojdn,2026-01-29,28.8759,-98.9999,4.1,1.9,TexNet
tx2026bzndxx,2026-01-29,28.8552,-98.9976,9.1,1.8,TexNet
tx2026bzmpzr,2026-01-29,31.4478,-103.8728,7.3,1.7,TexNet
tx2026bzhmgt,2026-01-28,32.4747,-102.0035,9.9,1.1,TexNet
tx2026bzgurm,2026-01-28,31.8796,-101.5169,6,1.3,TexNet
tx2026bzcgzq,2026-01-28,32.0096,-101.354,10.6,2.3,TexNet
tx2026bzbxnc,2026-01-28,31.8704,-101.5083,9.6,1.5,TexNet
tx2026bzbpwq,2026-01-28,31.8686,-101.4869,7.3,1.3,TexNet
tx2026bzbmkh,2026-01-28,31.8759,-101.4933,7.5,1.2,TexNet
tx2026bzbikr,2026-01-28,31.8741,-101.4976,8.2,1.7,TexNet
tx2026bzbgfn,2026-01-28,31.8732,-101.4879,7.3,1.4,TexNet
tx2026byxscw,2026-01-28,32.5616,-101.0806,8.7,1.3,TexNet
tx2026byvvij,2026-01-28,32.3007,-101.2082,6.3,1.1,TexNet
tx2026byumgg,2026-01-28,31.6524,-104.437,7.7,1.5,TexNet
tx2026byssmx,2026-01-28,31.6676,-104.3634,7.7,1.8,TexNet
tx2026bysnhl,2026-01-28,32.0782,-101.9167,8.2,1,TexNet
tx2026byrxhq,2026-01-28,28.8125,-98.9995,3.7,1.9,TexNet
tx2026byruvw,2026-01-28,32.1213,-101.9199,9.5,1.6,TexNet
tx2026byrsab,2026-01-28,28.8408,-98.9773,5.9,2,TexNet
tx2026bynpzq,2026-01-28,32.5626,-101.1203,8,1.2,TexNet
tx2026byncjb,2026-01-28,32.5616,-101.0892,7.9,1.3,TexNet
tx2026bynage,2026-01-28,32.0993,-101.9263,9.7,0.7,TexNet
tx2026bymrvs,2026-01-28,31.9842,-103.294,5.9,1.6,TexNet
tx2026bykpbg,2026-01-28,32.3053,-101.2007,6.7,1.3,TexNet
tx2026bykcui,2026-01-28,32.5552,-101.0967,8.9,1.2,TexNet
tx2026byjvut,2026-01-28,32.103,-101.9263,7.6,1,TexNet
tx2026byjwiy,2026-01-28,32.1066,-101.9263,10,1.3,TexNet
tx2026byjrhx,2026-01-28,32.5626,-101.086,6.6,1.3,TexNet
tx2026byiscr,2026-01-28,32.3026,-101.2039,6.5,1.1,TexNet
tx2026byinnl,2026-01-28,32.1066,-101.907,9.4,1.3,TexNet
tx2026byhyqj,2026-01-28,32.1066,-101.9263,10.7,1.7,TexNet
tx2026byhlyu,2026-01-28,32.0718,-101.6198,7,1.2,TexNet
tx2026byhkwk,2026-01-28,32.0993,-101.9135,9.1,0.8,TexNet
tx2026byhfee,2026-01-28,32.0956,-101.9242,8.8,1.3,TexNet
tx2026byhajr,2026-01-28,28.8996,-99.0107,9.1,1.9,TexNet
tx2026bygmzu,2026-01-28,31.6447,-104.425,7.1,1.7,TexNet
tx2026bygbuz,2026-01-28,31.617,-104.0008,9.7,2.1,TexNet
tx2026byfyru,2026-01-28,31.6168,-103.9993,9.9,3,TexNet
tx2026byfloy,2026-01-28,28.8335,-98.9808,8.7,2.2,TexNet
tx2026byeszs,2026-01-28,28.8474,-99.0113,8.8,2.2,TexNet
tx2026byeqia,2026-01-28,32.1057,-101.9231,10.1,1.6,TexNet
tx2026byagiz,2026-01-28,32.4152,-101.3851,7,0.7,TexNet
tx2026bxznwk,2026-01-28,32.1048,-101.9242,9.5,1,TexNet
tx2026bxzijm,2026-01-28,31.6545,-104.3993,6.7,1.8,TexNet
tx2026bxyddc,2026-01-28,28.8643,-99.001,9.3,1.9,TexNet
tx2026bxwufu,2026-01-28,32.0938,-101.6541,7.1,1.1,TexNet
tx2026bxwhvk,2026-01-28,32.1332,-101.1321,8.5,1.3,TexNet
tx2026bxwcub,2026-01-28,31.9803,-103.3004,9.5,1.7,TexNet
tx2026bxvmvh,2026-01-28,28.8624,-99.0324,8.2,2,TexNet
tx2026bxvjrk,2026-01-28,31.9006,-102.086,3.1,1.9,TexNet
tx2026bxuutk,2026-01-28,32.1323,-101.0024,9.2,1.3,TexNet
tx2026bxungv,2026-01-28,28.8487,-99.016,7.7,1.9,TexNet
tx2026bxuljq,2026-01-28,28.8103,-98.9966,8.3,1.9,TexNet
tx2026bxtqga,2026-01-28,31.9794,-103.2929,8.5,1.7,TexNet
tx2026bxtdfy,2026-01-28,31.9833,-103.2983,6.7,1.4,TexNet
tx2026bxsvcw,2026-01-28,32.5626,-101.0882,6.5,1.7,TexNet
tx2026bxsnnh,2026-01-28,28.8856,-99.0048,8,1.7,TexNet
tx2026bxquto,2026-01-28,28.9,-99.0075,8,1.9,TexNet
tx2026bxpewf,2026-01-28,32.5681,-101.1053,9.1,1.1,TexNet
tx2026bxnnex,2026-01-27,31.5432,-104.1399,9.9,1.7,TexNet
tx2026bxmigx,2026-01-27,28.8246,-99.1102,6.7,2.2,TexNet
tx2026bxlasg,2026-01-27,28.8356,-99.0124,6.4,1.9,TexNet
tx2026bxkutz,2026-01-27,28.8254,-98.9993,4.6,2,TexNet
tx2026bxkrxf,2026-01-27,28.8671,-99.0219,9.7,1.7,TexNet
tx2026bxjjhe,2026-01-27,28.8611,-99.0084,7.3,1.8,TexNet
tx2026bxilcl,2026-01-27,32.3575,-102.0978,9.1,1,TexNet
tx2026bxiira,2026-01-27,28.8982,-98.9928,3.6,1.9,TexNet
tx2026bxftnc,2026-01-27,32.5571,-101.1074,4.2,1.4,TexNet
tx2026bxeujm,2026-01-27,28.8643,-99.013,8.6,2,TexNet
tx2026bxefcb,2026-01-27,28.8557,-99.0153,7.5,1.7,TexNet
tx2026bxbzoi,2026-01-27,32.0059,-101.354,10.6,2.9,TexNet
tx2026bxanga,2026-01-27,32.4445,-101.518,7.8,0.8,TexNet
tx2026bxadol,2026-01-27,32.5607,-101.1139,5.4,1.5,TexNet
tx2026bwznkn,2026-01-27,31.6856,-104.4276,6.2,1.8,TexNet
tx2026bwyqfj,2026-01-27,32.3483,-102.0957,8,0.9,TexNet
tx2026bwyefl,2026-01-27,32.3538,-102.0978,9.5,1.4,TexNet
tx2026bwwxlq,2026-01-27,32.1011,-101.9049,8.8,0.8,TexNet
tx2026bwwafe,2026-01-27,32.1048,-101.9006,9.6,0.8,TexNet
tx2026bwuynh,2026-01-27,31.5471,-104.1333,8.5,1.3,TexNet
tx2026bwuaok,2026-01-27,32.9636,-100.8716,8,1.8,TexNet
tx2026bwtbqq,2026-01-27,28.8329,-99.0195,8.6,1.9,TexNet
tx2026bwrhdn,2026-01-27,32.3557,-102.0978,8.7,0.4,TexNet
tx2026bwqbor,2026-01-27,28.8449,-99.011,6.8,2,TexNet
tx2026bwnxuh,2026-01-27,28.8931,-98.9834,6.3,1.9,TexNet
tx2026bwnwtf,2026-01-27,28.8979,-98.9984,6.7,2,TexNet
tx2026bwkfol,2026-01-27,28.8542,-99.01,8.1,1.7,TexNet
tx2026bwjzhk,2026-01-27,28.8508,-99.0039,5.4,1.9,TexNet
tx2026bwjlpn,2026-01-27,28.8499,-99.027,7.4,1.8,TexNet
tx2026bwheba,2026-01-27,28.8425,-99.0301,7.6,1.9,TexNet
tx2026bwegtj,2026-01-27,32.1048,-101.8985,9.7,1.1,TexNet
tx2026bwcyfn,2026-01-27,32.5644,-101.086,8.8,1.3,TexNet
tx2026bwcwhn,2026-01-27,32.5662,-101.0967,6.4,1.4,TexNet
tx2026bwcpvp,2026-01-27,28.8664,-99.0162,7.3,1.9,TexNet
tx2026bwcpsd,2026-01-27,32.2293,-101.8942,7.3,0.6,TexNet
tx2026bwccjd,2026-01-27,28.9497,-98.9313,6.3,1.7,TexNet
tx2026bwbygl,2026-01-27,32.2183,-101.9885,7.8,0.9,TexNet
tx2026bwbvix,2026-01-27,32.2202,-101.9885,9,1.6,TexNet
tx2026bwbbxr,2026-01-27,32.5662,-101.1053,9,1.2,TexNet
tx2026bwallo,2026-01-27,28.8948,-99.0055,7.2,2.2,TexNet
tx2026bwacii,2026-01-27,31.6528,-104.2174,7.1,1.9,TexNet
tx2026bvzyaa,2026-01-27,32.4142,-100.9831,4.5,1.4,TexNet
tx2026bvzrdw,2026-01-27,32.5681,-101.1332,7,1.3,TexNet
tx2026bvxurj,2026-01-27,32.1259,-101.0378,7.9,1.3,TexNet
tx2026bvwbpp,2026-01-27,32.5543,-101.1021,6.8,1.2,TexNet
tx2026bvtsgy,2026-01-27,28.7477,-98.8388,6.3,1.6,TexNet
tx2026bvtoyy,2026-01-27,32.5589,-101.1053,5.8,1.4,TexNet
tx2026bvtahm,2026-01-27,28.8581,-99.007,8.4,1.7,TexNet
tx2026bvszru,2026-01-27,32.1194,-101.0474,9.6,1.7,TexNet
tx2026bvosfx,2026-01-26,32.5607,-101.0989,6.9,1.3,TexNet
tx2026bvnscb,2026-01-26,32.1075,-101.921,9.7,1.1,TexNet
tx2026bvnaxo,2026-01-26,32.1231,-101.5362,6.3,0.8,TexNet
tx2026bvjcaj,2026-01-26,31.5276,-104.0231,8.3,2.4,TexNet
tx2026bvivkf,2026-01-26,32.3373,-101.5362,6.1,0.9,TexNet
tx2026bvinjd,2026-01-26,31.6067,-103.9672,9.8,1.6,TexNet
tx2026bvikkn,2026-01-26,31.5444,-104.0291,9,1.8,TexNet
tx2026bvhlxn,2026-01-26,31.6553,-104.4935,7.4,1.5,TexNet
tx2026bvhgew,2026-01-26,28.8716,-99.0068,8.8,2,TexNet
tx2026bvgomv,2026-01-26,31.6148,-103.9686,8.9,2,TexNet
tx2026bvgiji,2026-01-26,32.5589,-101.1139,8.5,1.3,TexNet
tx2026bvfuiy,2026-01-26,32.5662,-101.0882,7.1,1.1,TexNet
tx2026bvehnl,2026-01-26,31.6297,-104.144,7.1,2.1,TexNet
tx2026bvedch,2026-01-26,28.8471,-99.0166,8.9,2.1,TexNet
tx2026bvdsuj,2026-01-26,32.5616,-101.0849,9,1.2,TexNet
tx2026bvdjwf,2026-01-26,28.8562,-99.0117,8.5,1.9,TexNet
tx2026bvchpk,2026-01-26,32.5662,-101.1053,8.7,1.2,TexNet
tx2026bvcgsx,2026-01-26,32.5626,-101.1032,8.3,1.2,TexNet
tx2026bvbubv,2026-01-26,32.3318,-101.534,5.9,0.7,TexNet
tx2026buzmmx,2026-01-26,32.3309,-101.5394,5.5,0.9,TexNet
tx2026buxvra,2026-01-26,32.1231,-101.0431,8.3,1.7,TexNet
tx2026buxinq,2026-01-26,31.626,-103.9593,6.9,1.1,TexNet
tx2026buvsck,2026-01-26,28.8535,-99.0155,7.6,1.6,TexNet
tx2026buvjmf,2026-01-26,32.5626,-101.1053,4.4,1.4,TexNet
tx2026buvczg,2026-01-26,28.869,-99.0144,7.9,1.7,TexNet
tx2026buuofb,2026-01-26,32.5644,-101.0731,5.4,1.2,TexNet
tx2026buujob,2026-01-26,32.5635,-101.0957,8.9,1.3,TexNet
tx2026butquy,2026-01-26,32.5681,-101.0839,6.2,1.6,TexNet
tx2026butomy,2026-01-26,32.5644,-101.0924,7.8,1.4,TexNet
tx2026butmvz,2026-01-26,32.5589,-101.1117,8.8,1.5,TexNet
tx2026butgcg,2026-01-26,32.5552,-101.0882,5.8,1.2,TexNet
tx2026busput,2026-01-26,32.5681,-101.086,6.4,1.9,TexNet
tx2026bushsp,2026-01-26,28.8594,-99.0123,7,2.5,TexNet
tx2026busfzf,2026-01-26,32.5626,-101.1096,8.5,1.6,TexNet
tx2026burzvj,2026-01-26,32.5626,-101.0946,7.1,1.5,TexNet
tx2026burunl,2026-01-26,32.5626,-101.0946,7.1,4.3,TexNet
tx2026buqkwd,2026-01-26,32.4014,-102.1493,7.6,0.6,TexNet
tx2026bupwnz,2026-01-26,28.8815,-99.0156,8.6,1.9,TexNet
tx2026buojtf,2026-01-26,32.352,-102.0807,7.8,1.2,TexNet
tx2026bumqcf,2026-01-26,31.7183,-104.5255,6.2,2,TexNet
tx2026bulttc,2026-01-26,32.1048,-101.922,9.2,0.8,TexNet
tx2026buliop,2026-01-26,28.852,-99.0128,7.9,1.9,TexNet
tx2026buhgjo,2026-01-26,28.8904,-99.0187,7.1,1.7,TexNet
tx2026bufvkz,2026-01-26,28.8732,-99.0144,7.8,2.1,TexNet
tx2026bufbxg,2026-01-26,31.3449,-103.7273,8.3,1.6,TexNet
