EventID,Date,Latitude,Longitude,Depth_km,Magnitude,Source
texnet2024wkjx,2024-11-14,28.9389,-98.2937,7.7,1.8,TexNet
texnet2024wkjs,2024-11-14,28.9409,-98.2866,7.1,3.7,TexNet
texnet2024wkhp,2024-11-14,29.1,-97.8654,8.6,2.3,TexNet
texnet2024wkfo,2024-11-14,28.948,-98.2998,10,1.9,TexNet
texnet2024wkej,2024-11-14,28.9484,-98.2926,9,1.6,TexNet
texnet2024wkdv,2024-11-14,32.2971,-101.8063,7.2,1,TexNet
texnet2024wkds,2024-11-14,32.0673,-103.7157,7.8,2.2,TexNet
texnet2024wkdp,2024-11-14,31.2946,-103.5806,5.8,1.5,TexNet
texnet2024wkbz,2024-11-14,32.103,-102.13,7.9,1.1,TexNet
texnet2024wkah,2024-11-14,31.4881,-103.9014,6.2,1.6,TexNet
texnet2024wjyz,2024-11-14,28.9406,-98.2982,7.1,2,TexNet
tx2024wmrwjh,2024-11-14,32.4069,-102.0614,9.9,1.1,TexNet
texnet2024wjws,2024-11-14,28.9428,-98.2914,7.8,1.8,TexNet
texnet2024wjvk,2024-11-14,28.9473,-98.2923,8.6,1.6,TexNet
texnet2024wjpj,2024-11-14,32.4142,-102.0828,9.3,1.3,TexNet
texnet2024wjoi,2024-11-14,31.2822,-103.5892,6.8,1.5,TexNet
texnet2024wjob,2024-11-14,32.4124,-102.0807,8.1,1.8,TexNet
texnet2024wjgx,2024-11-14,28.9304,-98.2619,8.6,1.2,TexNet
texnet2024wiyg,2024-11-13,28.938,-98.2938,6.8,1.8,TexNet
texnet2024wisz,2024-11-13,28.9446,-98.2706,5.3,1.5,TexNet
texnet2024wipd,2024-11-13,31.5681,-104.1095,7.7,1.6,TexNet
texnet2024wika,2024-11-13,32.3007,-101.4247,7.9,1.6,TexNet
texnet2024wifh,2024-11-13,32.1085,-101.0646,5.7,1.4,TexNet
texnet2024wieu,2024-11-13,32.1414,-101.0603,9.4,2.4,TexNet
texnet2024wheb,2024-11-12,28.8612,-98.9803,7.4,1.7,TexNet
texnet2024whar,2024-11-12,32.7567,-100.6358,8.8,2.5,TexNet
texnet2024wgyq,2024-11-12,31.6128,-104.3855,8.5,2.4,TexNet
tx2024wjomko,2024-11-12,32.4152,-102.1396,6.4,1.1,TexNet
texnet2024wgsc,2024-11-12,32.4161,-102.1493,7,1.5,TexNet
texnet2024wgqq,2024-11-12,32.7493,-100.6316,8.5,1.6,TexNet
texnet2024wgop,2024-11-12,31.6672,-104.1932,9.2,1.6,TexNet
texnet2024wglu,2024-11-12,31.6388,-104.4869,9,1.5,TexNet
texnet2024wghs,2024-11-12,32.3483,-102.0742,8.6,1.3,TexNet
texnet2024wghj,2024-11-12,31.6657,-104.3757,7.6,2.3,TexNet
texnet2024wgby,2024-11-12,32.1286,-101.0989,8.6,1.3,TexNet
texnet2024wgbb,2024-11-12,31.2319,-103.7928,7.6,1.6,TexNet
texnet2024wfyu,2024-11-12,32.3996,-102.0657,8.7,1.4,TexNet
texnet2024wfvj,2024-11-12,28.559,-98.3751,7.8,1.4,TexNet
texnet2024wfqz,2024-11-12,32.005,-102.3626,7.7,1.2,TexNet
texnet2024wfch,2024-11-11,31.6559,-104.4644,7.4,2,TexNet
texnet2024wfbx,2024-11-11,31.6665,-104.4581,5.5,1.8,TexNet
texnet2024wfbv,2024-11-11,31.6555,-104.4574,7.4,1.4,TexNet
texnet2024wfao,2024-11-11,31.6806,-104.4114,7.7,1.9,TexNet
texnet2024wexu,2024-11-11,31.6859,-104.4328,6.6,2.4,TexNet
texnet2024wexc,2024-11-11,31.6752,-104.4059,7.3,2,TexNet
texnet2024wevz,2024-11-11,32.3117,-101.8406,7.2,1.9,TexNet
texnet2024weow,2024-11-11,31.5611,-104.0959,7.2,3.1,TexNet
texnet2024weot,2024-11-11,31.6629,-104.4586,7.1,1.6,TexNet
texnet2024weog,2024-11-11,31.6464,-104.4586,7.8,1.8,TexNet
texnet2024wekv,2024-11-11,32.7548,-100.6466,8.9,1.6,TexNet
texnet2024wekj,2024-11-11,31.6094,-103.977,7.6,1.6,TexNet
texnet2024wejf,2024-11-11,31.6651,-104.3256,7.9,1.6,TexNet
texnet2024weiy,2024-11-11,31.6758,-104.3715,7.3,2.7,TexNet
texnet2024wegl,2024-11-11,32.1268,-101.101,6.8,1.3,TexNet
texnet2024wefw,2024-11-11,31.6717,-104.3758,6.5,2.3,TexNet
texnet2024weeb,2024-11-11,31.6487,-104.2772,7.3,1.5,TexNet
texnet2024wdzh,2024-11-11,32.2824,-101.2189,7.4,1.3,TexNet
texnet2024wdyi,2024-11-11,32.3978,-102.0164,9.7,1.1,TexNet
texnet2024wdwk,2024-11-11,31.1426,-103.742,4.9,1.2,TexNet
texnet2024wdqr,2024-11-11,32.4417,-102.0657,9.6,2.3,TexNet
texnet2024wdqh,2024-11-11,32.1249,-101.1053,8.8,1.5,TexNet
texnet2024wdkf,2024-11-10,31.6059,-104.5444,7.9,2.3,TexNet
texnet2024wddg,2024-11-10,32.1286,-101.1032,8.7,1.9,TexNet
texnet2024wdar,2024-11-10,35.1727,-101.7841,6.9,2.3,TexNet
texnet2024wcvq,2024-11-10,31.8137,-101.9521,7.3,0.8,TexNet
texnet2024wcql,2024-11-10,28.5647,-98.3783,6.8,1.8,TexNet
texnet2024wcon,2024-11-10,32.7475,-100.6616,8.6,1.6,TexNet
texnet2024wcoe,2024-11-10,32.0901,-101.4912,8.9,1.4,TexNet
texnet2024wckm,2024-11-10,32.2577,-101.9338,8.5,0.9,TexNet
texnet2024wceg,2024-11-10,31.6066,-103.9751,7.5,1.8,TexNet
texnet2024wbun,2024-11-10,32.233,-101.4033,7.3,1.2,TexNet
texnet2024wblg,2024-11-09,31.9561,-104.0382,7.6,1.5,TexNet
texnet2024wbjx,2024-11-09,28.7407,-98.8564,7.8,1.6,TexNet
tx2024wdxyyg,2024-11-09,32.4014,-102.0442,9.7,1.2,TexNet
texnet2024wbeq,2024-11-09,32.374,-102.1643,9.5,1.3,TexNet
texnet2024wbds,2024-11-09,32.0059,-101.727,9.7,1.1,TexNet
texnet2024wbcm,2024-11-09,31.6687,-104.3359,5.1,1.6,TexNet
texnet2024wavy,2024-11-09,31.6635,-104.1927,7,1.5,TexNet
texnet2024waqi,2024-11-09,31.669,-104.1938,9,2,TexNet
texnet2024waqe,2024-11-09,32.1414,-101.0774,9.1,1.2,TexNet
texnet2024wanb,2024-11-09,31.4959,-103.9812,5.6,1.3,TexNet
texnet2024wamx,2024-11-09,31.667,-104.1908,8.5,1.7,TexNet
texnet2024wakr,2024-11-09,28.6624,-99.1087,7.1,2.7,TexNet
texnet2024wahc,2024-11-09,28.562,-98.3859,7.3,1.5,TexNet
texnet2024waev,2024-11-09,32.4133,-102.0689,7.8,1.2,TexNet
texnet2024wacy,2024-11-09,31.6242,-104.5271,8.6,1.8,TexNet
texnet2024vzyq,2024-11-09,31.6219,-104.5254,8.5,2,TexNet
texnet2024vzyd,2024-11-09,28.5627,-98.3881,6.6,2.1,TexNet
texnet2024vzxj,2024-11-09,32.9599,-102.8288,6.1,1.4,TexNet
texnet2024vzox,2024-11-08,31.5829,-104.0233,8,2,TexNet
texnet2024vzih,2024-11-08,31.6637,-104.471,6.1,1.9,TexNet
texnet2024vyzk,2024-11-08,32.0187,-102.3786,6.2,1.1,TexNet
texnet2024vyzb,2024-11-08,32.1432,-101.0603,8.3,2,TexNet
texnet2024vyru,2024-11-08,32.1451,-101.0603,9.1,1.3,TexNet
texnet2024vyig,2024-11-08,32.2769,-101.2982,8.4,1.6,TexNet
texnet2024vybc,2024-11-08,31.6133,-104.003,8.5,1.7,TexNet
texnet2024vxto,2024-11-07,31.7192,-104.2994,9,2,TexNet
texnet2024vxrl,2024-11-07,28.6051,-98.3968,7.9,1.9,TexNet
texnet2024vxnl,2024-11-07,31.6284,-104.4919,7.6,1.4,TexNet
texnet2024vxmg,2024-11-07,31.7181,-104.3029,7.6,1.7,TexNet
texnet2024vxmb,2024-11-07,31.5991,-103.9728,9.3,1.5,TexNet
texnet2024vxkb,2024-11-07,31.7163,-104.2938,9.5,1.7,TexNet
texnet2024vxjf,2024-11-07,31.777,-101.9328,8.2,1.2,TexNet
texnet2024vxbe,2024-11-07,32.4289,-102.1214,7.6,1.2,TexNet
texnet2024vwzr,2024-11-07,32.4069,-102.0978,9.3,1.1,TexNet
texnet2024vwzk,2024-11-07,31.068,-103.6875,4.6,1.7,TexNet
texnet2024vwym,2024-11-07,31.6678,-104.4086,10.1,1.5,TexNet
texnet2024vwxz,2024-11-07,31.7144,-104.2655,8.2,1.5,TexNet
texnet2024vwwn,2024-11-07,31.6115,-104.507,10,1.6,TexNet
texnet2024vwvo,2024-11-07,31.6111,-104.5022,10.2,1.8,TexNet
texnet2024vwvm,2024-11-07,31.6209,-104.5058,9.3,2.1,TexNet
texnet2024vwuo,2024-11-07,32.1432,-101.0603,9.3,1.6,TexNet
texnet2024vwsq,2024-11-07,32.2211,-101.9981,9.5,1,TexNet
texnet2024vwoo,2024-11-07,31.6157,-104.0029,9.3,1.6,TexNet
texnet2024vwhd,2024-11-07,32.4399,-102.1085,9.7,1.3,TexNet
texnet2024vwha,2024-11-07,28.5934,-98.3957,8.6,1.5,TexNet
texnet2024vwau,2024-11-06,32.081,-101.5919,7.2,1.4,TexNet
texnet2024vvxn,2024-11-06,32.1396,-101.0839,8.6,1.7,TexNet
texnet2024vvvl,2024-11-06,28.5991,-98.3991,8.8,1.5,TexNet
texnet2024vvvj,2024-11-06,31.6761,-104.4097,7.3,2.3,TexNet
texnet2024vvuu,2024-11-06,31.6829,-104.4179,7.1,2,TexNet
texnet2024vvtm,2024-11-06,31.6783,-104.4124,7.1,1.6,TexNet
texnet2024vvta,2024-11-06,31.464,-103.9803,2.9,1.8,TexNet
texnet2024vvpz,2024-11-06,31.7278,-104.2965,8.2,2.1,TexNet
texnet2024vvpb,2024-11-06,31.0886,-103.3858,3,1.5,TexNet
texnet2024vvli,2024-11-06,31.6219,-104.5292,8.4,2.2,TexNet
texnet2024vvie,2024-11-06,31.7195,-104.3013,7.3,1.6,TexNet
texnet2024vvhi,2024-11-06,28.6221,-98.3941,8.1,1.6,TexNet
texnet2024vvcb,2024-11-06,32.3209,-101.8234,7.1,1,TexNet
texnet2024vuwv,2024-11-06,32.7475,-100.6594,9,2,TexNet
texnet2024vuqd,2024-11-06,32.3996,-102.0678,8.7,1.1,TexNet
texnet2024vunu,2024-11-06,32.1268,-101.5126,7.5,1.1,TexNet
texnet2024vtyy,2024-11-05,31.7294,-104.5678,7.2,1.5,TexNet
texnet2024vtxc,2024-11-05,31.6257,-104.1219,6.8,1.7,TexNet
texnet2024vtus,2024-11-05,28.5631,-98.3839,7.1,1.4,TexNet
texnet2024vttr,2024-11-05,31.3717,-103.7373,6.7,1.7,TexNet
texnet2024vtpj,2024-11-05,31.843,-101.8127,8.9,1.2,TexNet
texnet2024vtoz,2024-11-05,31.6571,-104.4599,8.6,2.1,TexNet
texnet2024vtmm,2024-11-05,31.6647,-104.4418,7.3,2.5,TexNet
texnet2024vtki,2024-11-05,29.1007,-97.8617,6.9,1.5,TexNet
texnet2024vtjs,2024-11-05,31.6601,-104.4548,7.4,1.6,TexNet
texnet2024vtez,2024-11-05,32.8574,-100.5287,5.1,2.1,TexNet
texnet2024vtav,2024-11-05,29.1,-97.8621,7.9,2.6,TexNet
texnet2024vstv,2024-11-05,28.5645,-98.384,6.6,2.2,TexNet
texnet2024vsnm,2024-11-04,32.4564,-102.0657,9.2,2,TexNet
tx2024vutbzd,2024-11-04,32.3987,-101.7087,7.1,1.2,TexNet
texnet2024vsbf,2024-11-04,32.2348,-101.9156,7.4,2.2,TexNet
texnet2024vrme,2024-11-04,31.6615,-104.3576,8.1,1.8,TexNet
texnet2024vrgs,2024-11-04,32.8922,-100.8909,6.3,1.5,TexNet
texnet2024vrfw,2024-11-04,32.3998,-102.0558,5.5,1.3,TexNet
texnet2024vrfa,2024-11-04,31.9477,-101.5894,4.8,1.5,TexNet
texnet2024vrem,2024-11-04,32.894,-100.8952,6.5,1.6,TexNet
texnet2024vqtw,2024-11-04,31.6286,-104.4981,8.9,2,TexNet
texnet2024vqth,2024-11-04,31.6383,-104.3732,7.2,2.7,TexNet
texnet2024vqrl,2024-11-03,31.6227,-104.5133,8.1,1.6,TexNet
texnet2024vqqb,2024-11-03,31.6249,-104.5034,9.1,1.8,TexNet
texnet2024vqli,2024-11-03,31.6446,-104.4998,8.2,2.7,TexNet
texnet2024vqie,2024-11-03,32.3154,-101.8406,7.2,3,TexNet
texnet2024vqhv,2024-11-03,32.4386,-101.6887,5.4,1.1,TexNet
texnet2024vpyd,2024-11-03,31.7398,-104.1098,7.5,1.9,TexNet
texnet2024vprv,2024-11-03,31.7391,-104.1131,8,1.5,TexNet
texnet2024vpjk,2024-11-03,31.3676,-103.7378,5.3,2,TexNet
texnet2024votk,2024-11-02,32.1423,-101.0742,5.1,1.7,TexNet
texnet2024vona,2024-11-02,32.009,-101.7305,5.5,1.5,TexNet
texnet2024volz,2024-11-02,32.1469,-101.0581,4,1.6,TexNet
texnet2024vokh,2024-11-02,31.5627,-104.0216,7.4,1.7,TexNet
texnet2024vokd,2024-11-02,31.7023,-104.568,7.5,2.2,TexNet
texnet2024vogm,2024-11-02,31.6703,-104.3741,7.3,1.6,TexNet
texnet2024vogl,2024-11-02,31.6687,-104.3739,6.5,1.6,TexNet
texnet2024vofn,2024-11-02,31.6777,-104.3688,7.3,1.9,TexNet
texnet2024voej,2024-11-02,31.6744,-104.379,8.6,2.4,TexNet
texnet2024voee,2024-11-02,31.6777,-104.3645,7.1,1.7,TexNet
texnet2024vodz,2024-11-02,31.6713,-104.3709,7.2,2.3,TexNet
texnet2024vodq,2024-11-02,31.6658,-104.3644,7.8,1.6,TexNet
texnet2024vodp,2024-11-02,31.6725,-104.3662,6.7,3,TexNet
tx2024vqrowm,2024-11-02,32.4435,-101.7012,8.7,1.1,TexNet
texnet2024vnww,2024-11-02,31.6682,-104.3488,8.4,2.2,TexNet
texnet2024vnun,2024-11-02,31.6709,-104.3494,5.8,1.7,TexNet
texnet2024vntm,2024-11-02,31.5608,-104.0183,8.2,2.2,TexNet
texnet2024vnrw,2024-11-02,32.1312,-101.4879,4.6,1.1,TexNet
texnet2024vnjp,2024-11-02,31.3772,-103.7459,2.8,1.6,TexNet
texnet2024vnji,2024-11-02,31.6718,-104.3623,7.6,2,TexNet
texnet2024vnim,2024-11-02,31.5612,-104.0533,7.8,1.8,TexNet
texnet2024vnhk,2024-11-02,31.6706,-104.4027,8,1.9,TexNet
texnet2024vngq,2024-11-02,31.6667,-104.3607,7.3,1.7,TexNet
texnet2024vngp,2024-11-02,31.8466,-101.7999,7.8,1.1,TexNet
texnet2024vnfw,2024-11-02,31.67,-104.3627,6.1,2.9,TexNet
texnet2024vnfp,2024-11-02,31.669,-104.3639,6.9,2.8,TexNet
texnet2024vnfl,2024-11-02,31.6738,-104.3549,7,4.2,TexNet
texnet2024vneo,2024-11-02,31.6698,-104.4783,8.6,2.3,TexNet
texnet2024vndy,2024-11-02,31.675,-104.3911,8.2,1.8,TexNet
texnet2024vmyj,2024-11-01,32.4033,-102.0764,9.2,0.9,TexNet
texnet2024vmtt,2024-11-01,31.6152,-104.116,7.1,1.5,TexNet
texnet2024vmrm,2024-11-01,31.6248,-104.1214,7.2,1.7,TexNet
texnet2024vmqj,2024-11-01,32.3795,-102.1107,7.3,0.9,TexNet
texnet2024vmns,2024-11-01,31.6459,-104.453,8.6,2.5,TexNet
texnet2024vmlm,2024-11-01,32.1542,-101.116,9.1,1.7,TexNet
texnet2024vmjt,2024-11-01,31.6121,-104.1147,6.4,1.8,TexNet
texnet2024vmii,2024-11-01,31.6619,-104.4688,7.7,1.9,TexNet
texnet2024vmgb,2024-11-01,31.6299,-104.4992,8.6,1.5,TexNet
texnet2024vmfk,2024-11-01,32.1552,-101.1149,8.1,1.9,TexNet
texnet2024vmch,2024-11-01,32.0206,-102.3958,4.6,1.1,TexNet
texnet2024vmbr,2024-11-01,31.6629,-104.4505,7.4,1.5,TexNet
texnet2024vlvg,2024-11-01,32.0114,-101.3904,9.3,1,TexNet
texnet2024vltw,2024-11-01,31.6802,-104.4081,7.3,1.3,TexNet
texnet2024vlqm,2024-11-01,32.3538,-102.1021,8.2,0.9,TexNet
texnet2024vlpt,2024-11-01,31.6553,-104.4609,7.4,1.4,TexNet
texnet2024vllp,2024-11-01,32.438,-101.6948,7.3,1.2,TexNet
texnet2024vljq,2024-11-01,31.6676,-104.1938,7.1,1.9,TexNet
texnet2024vlio,2024-11-01,29.0985,-97.8619,7.6,2.3,TexNet
texnet2024vlig,2024-11-01,32.4106,-102.07,8.1,1.6,TexNet
texnet2024vlew,2024-10-31,31.609,-104.2574,8.6,1.4,TexNet
texnet2024vlet,2024-10-31,28.6897,-99.0586,6.2,2.5,TexNet
texnet2024vldv,2024-10-31,32.4692,-101.1653,6.3,1.1,TexNet
texnet2024vldk,2024-10-31,31.5622,-104.0194,7.8,1.6,TexNet
texnet2024vlaf,2024-10-31,31.6621,-104.4455,6.6,2.7,TexNet
texnet2024vkuo,2024-10-31,32.7695,-100.668,8.3,1.6,TexNet
texnet2024vktu,2024-10-31,32.4088,-102.0721,9.3,1.1,TexNet
texnet2024vkli,2024-10-31,32.7383,-100.6723,8.3,1.7,TexNet
texnet2024vkjl,2024-10-31,32.2385,-101.7591,6.1,1.2,TexNet
texnet2024vkgp,2024-10-31,32.7695,-100.668,6.5,2.5,TexNet
texnet2024vkfa,2024-10-31,32.1451,-101.0667,8.8,1.7,TexNet
texnet2024vjuy,2024-10-31,31.6245,-104.4579,9.3,1.3,TexNet
texnet2024vjuh,2024-10-31,31.6507,-104.449,9,1.5,TexNet
texnet2024vjug,2024-10-31,31.6262,-104.1193,7.1,1.6,TexNet
texnet2024vjtc,2024-10-31,28.5595,-98.3846,8.7,1.5,TexNet
texnet2024vjdw,2024-10-30,32.7731,-100.6916,7.7,1.7,TexNet
texnet2024vjcx,2024-10-30,28.5601,-98.379,9,1.6,TexNet
texnet2024vjai,2024-10-30,31.6108,-104.5014,8.9,1.4,TexNet
texnet2024viyc,2024-10-30,31.6051,-104.1094,7.9,1.2,TexNet
texnet2024viwv,2024-10-30,31.6275,-104.1273,7.1,1.5,TexNet
texnet2024viuu,2024-10-30,32.0023,-101.6841,9.8,1.3,TexNet
texnet2024visw,2024-10-30,31.6616,-104.4462,6.3,2,TexNet
texnet2024viou,2024-10-30,31.6708,-104.4409,9.6,1.8,TexNet
texnet2024vinu,2024-10-30,32.3062,-101.2232,6.2,1.3,TexNet
texnet2024vimi,2024-10-30,32.2971,-101.2189,6.3,1.5,TexNet
texnet2024vilu,2024-10-30,32.4435,-101.697,6.9,1.3,TexNet
texnet2024vicv,2024-10-30,32.0123,-101.3936,9.5,1.9,TexNet
texnet2024vici,2024-10-30,31.654,-104.3363,7.6,1.4,TexNet
texnet2024vhwy,2024-10-30,32.4408,-101.6937,8.1,1.9,TexNet
texnet2024vhun,2024-10-30,31.4691,-103.9808,1.1,1.2,TexNet
texnet2024vhuh,2024-10-30,31.6226,-104.498,9.8,1.4,TexNet
texnet2024vhmb,2024-10-29,32.7667,-100.6605,9,2.1,TexNet
texnet2024vhlq,2024-10-29,32.7676,-100.6637,7.7,1.7,TexNet
texnet2024vgzu,2024-10-29,32.4152,-102.071,8.1,1.8,TexNet
texnet2024vgno,2024-10-29,31.7023,-104.1355,8.2,2,TexNet
texnet2024vgnn,2024-10-29,31.6945,-104.1466,7.7,1.6,TexNet
texnet2024vghw,2024-10-29,32.7567,-100.6701,5.6,1.6,TexNet
texnet2024vghs,2024-10-29,32.7502,-100.6626,8,1.9,TexNet
texnet2024vghr,2024-10-29,32.0297,-102.4022,5.3,1,TexNet
texnet2024vgcv,2024-10-29,31.687,-104.3517,8.3,1.5,TexNet
texnet2024vgcg,2024-10-29,31.7624,-104.2216,8.5,2.2,TexNet
texnet2024vgbb,2024-10-29,32.3776,-101.6627,6.9,1.1,TexNet
texnet2024vgav,2024-10-29,32.0233,-102.4012,4.9,1.1,TexNet
texnet2024vfyb,2024-10-29,32.4161,-102.16,7.4,1.4,TexNet
texnet2024vfwh,2024-10-29,31.6653,-104.1965,8.5,1.3,TexNet
texnet2024vfvl,2024-10-29,31.6709,-104.196,8.7,1.6,TexNet
texnet2024vfvf,2024-10-29,31.6644,-104.19,4.4,1.6,TexNet
texnet2024vfus,2024-10-29,31.9726,-104.0231,9.2,1.5,TexNet
texnet2024vfub,2024-10-29,31.5989,-104.5322,10.2,1.4,TexNet
texnet2024vfso,2024-10-28,31.6788,-104.4092,8,1.4,TexNet
texnet2024vfsl,2024-10-28,31.6848,-104.406,7.5,1.8,TexNet
texnet2024vfsi,2024-10-28,31.6729,-104.4075,8.3,1.7,TexNet
texnet2024vfsc,2024-10-28,31.6737,-104.4124,8.6,2.3,TexNet
texnet2024vfok,2024-10-28,31.6109,-104.521,8.7,1.7,TexNet
texnet2024vfnf,2024-10-28,31.6703,-104.4094,8.2,1.3,TexNet
texnet2024vfkz,2024-10-28,31.6178,-104.1391,7.4,1.4,TexNet
texnet2024vfjx,2024-10-28,32.1268,-101.4912,6.7,1.4,TexNet
texnet2024vfft,2024-10-28,31.1146,-103.2739,5.6,2.5,TexNet
texnet2024vffa,2024-10-28,31.7004,-104.1384,8,2,TexNet
texnet2024vfeg,2024-10-28,31.6737,-104.3424,7.9,2.2,TexNet
texnet2024veyf,2024-10-28,31.6032,-103.9576,9.9,2.5,TexNet
texnet2024vewv,2024-10-28,32.1213,-101.6412,8.6,1,TexNet
texnet2024veuk,2024-10-28,31.6037,-103.9587,9.9,2.2,TexNet
texnet2024vesk,2024-10-28,31.6668,-104.3397,7.2,1.9,TexNet
texnet2024veqi,2024-10-28,31.6358,-104.3878,7.3,1.6,TexNet
tx2024vhamcb,2024-10-28,32.1103,-101.5426,6.7,1.1,TexNet
texnet2024vejo,2024-10-28,32.3978,-102.0635,7.7,1.3,TexNet
texnet2024veje,2024-10-28,31.6252,-104.2188,3.1,2,TexNet
texnet2024vehg,2024-10-28,32.1771,-101.6937,9.4,1.3,TexNet
texnet2024vegg,2024-10-28,31.6583,-104.3767,9.1,2.2,TexNet
texnet2024vefl,2024-10-28,32.7823,-100.5801,4.8,2.2,TexNet
texnet2024vedl,2024-10-28,31.6676,-104.3709,7.8,2.1,TexNet
texnet2024vece,2024-10-28,32.4124,-102.0592,7.8,0.9,TexNet
texnet2024veah,2024-10-28,28.5585,-98.3654,7.8,1.2,TexNet
texnet2024vdso,2024-10-27,31.6866,-104.0518,4.8,1.4,TexNet
texnet2024vdsn,2024-10-27,31.6634,-104.3698,8.4,2.2,TexNet
texnet2024vdqu,2024-10-27,32.7557,-100.6391,7.1,1.9,TexNet
texnet2024vdqg,2024-10-27,31.6508,-104.2459,7.2,1.5,TexNet
texnet2024vdof,2024-10-27,31.6994,-104.1383,7.8,2.2,TexNet
texnet2024vdil,2024-10-27,31.6716,-104.3925,8.5,1.5,TexNet
texnet2024vdgj,2024-10-27,31.9437,-102.0164,8.7,1.6,TexNet
texnet2024vdeh,2024-10-27,31.6235,-104.2828,8.3,2,TexNet
texnet2024vddo,2024-10-27,32.753,-100.6744,8.3,1.4,TexNet
texnet2024vdax,2024-10-27,32.4106,-102.0721,8,1.1,TexNet
texnet2024vczb,2024-10-27,32.3868,-101.0753,7.9,1.5,TexNet
texnet2024vcrz,2024-10-27,32.0105,-102.369,6.3,1.6,TexNet
texnet2024vcos,2024-10-27,31.8686,-101.9199,6.9,1.3,TexNet
texnet2024vcew,2024-10-27,31.6445,-104.4493,7.8,1.5,TexNet
texnet2024vccn,2024-10-26,32.7521,-100.6776,7.7,2.9,TexNet
texnet2024vbxk,2024-10-26,31.6586,-104.4704,5.9,2.4,TexNet
texnet2024vbxf,2024-10-26,31.6704,-104.4529,6.4,1.7,TexNet
texnet2024vbwq,2024-10-26,32.3502,-102.0892,7.8,1.2,TexNet
texnet2024vbwk,2024-10-26,32.4069,-101.6991,6.9,1.4,TexNet
texnet2024vbvv,2024-10-26,32.0224,-102.3979,5.4,1,TexNet
texnet2024vbpt,2024-10-26,32.1744,-101.697,6.9,1.1,TexNet
texnet2024vbkx,2024-10-26,32.9178,-100.9531,4.9,1.1,TexNet
tx2024vdomlz,2024-10-26,32.1295,-101.4879,8.2,1.1,TexNet
texnet2024vaxp,2024-10-26,31.6361,-104.1505,3,1.6,TexNet
texnet2024vaxd,2024-10-26,31.8832,-101.7355,8.4,1.2,TexNet
texnet2024varb,2024-10-26,31.6816,-104.4092,7.9,2.1,TexNet
texnet2024vaqm,2024-10-26,31.2925,-103.4163,6.3,1.3,TexNet
texnet2024vamy,2024-10-26,31.6734,-104.3946,7.4,1.7,TexNet
texnet2024vamx,2024-10-26,32.4033,-102.0464,9.3,1.2,TexNet
texnet2024valo,2024-10-26,31.4433,-103.5041,9.4,1.2,TexNet
texnet2024vajy,2024-10-26,31.832,-101.9178,7.8,1,TexNet
texnet2024vabo,2024-10-25,32.3502,-102.0892,7.7,1,TexNet
texnet2024uzqx,2024-10-25,31.6101,-104.5038,9.8,2.1,TexNet
texnet2024uzoj,2024-10-25,31.3042,-103.424,8.7,1.8,TexNet
texnet2024uzkb,2024-10-25,31.6635,-104.3676,8,1.8,TexNet
texnet2024uyyn,2024-10-25,32.4142,-102.0507,9.3,1.8,TexNet
texnet2024uywk,2024-10-25,31.8192,-101.937,5.3,1.1,TexNet
texnet2024uyrk,2024-10-25,31.6765,-104.4146,8.1,1.5,TexNet
texnet2024uyre,2024-10-25,31.6741,-104.4221,7.9,2.1,TexNet
texnet2024uyqz,2024-10-25,31.6822,-104.4181,7.9,2.2,TexNet
texnet2024uyax,2024-10-24,31.6649,-104.3547,7.5,1.4,TexNet
texnet2024uyar,2024-10-24,31.6663,-104.358,7.9,2.2,TexNet
tx2024vaktcg,2024-10-24,32.1176,-101.504,7.9,1.1,TexNet
texnet2024uxld,2024-10-24,31.6595,-104.3716,8.7,2.1,TexNet
texnet2024uxio,2024-10-24,32.0059,-101.6841,9.7,1.5,TexNet
texnet2024uxil,2024-10-24,32.1359,-101.5147,8.4,1.2,TexNet
texnet2024uxfi,2024-10-24,31.6144,-104.1013,2.8,2.1,TexNet
texnet2024uwtn,2024-10-24,31.6761,-104.4684,7.4,1.7,TexNet
texnet2024uwol,2024-10-23,32.1295,-101.1021,6.6,1.6,TexNet
texnet2024uwjv,2024-10-23,31.6459,-104.1339,2,1.5,TexNet
texnet2024uwfa,2024-10-23,31.6126,-104.3734,7.3,2.3,TexNet
texnet2024uwcn,2024-10-23,32.7548,-100.6337,8.9,1.9,TexNet
texnet2024uvqa,2024-10-23,32.0187,-102.4022,5,1.3,TexNet
texnet2024uvky,2024-10-23,32.0984,-101.4858,8.9,1.4,TexNet
texnet2024uvko,2024-10-23,32.092,-102.0549,8.8,1.1,TexNet
texnet2024uvke,2024-10-23,32.0169,-101.7141,9.1,1.2,TexNet
texnet2024uvhe,2024-10-23,32.147,-101.0683,3.4,1.5,TexNet
texnet2024uvgy,2024-10-23,31.6815,-104.0936,7.3,1.9,TexNet
texnet2024uvgv,2024-10-23,32.1414,-101.0646,8.9,2.5,TexNet
texnet2024uveu,2024-10-23,31.671,-104.4134,7.9,1.4,TexNet
texnet2024uuyp,2024-10-23,32.1451,-101.0603,9.6,2.2,TexNet
texnet2024uuwq,2024-10-23,31.6541,-104.4623,7.3,2,TexNet
texnet2024uutr,2024-10-22,32.4051,-102.0635,8.9,1.4,TexNet
texnet2024uuth,2024-10-22,31.7005,-104.132,8,1.7,TexNet
